ya esta creado!
#req	time (sec)	avg. time (sec)	mapping
0	0.598	0.000	OK
1	0.744	0.000	OK
2	0.170	0.000	OK
3	0.274	0.000	OK
4	0.160	0.000	OK
5	0.099	0.000	OK
6	1.692	0.000	OK
7	0.125	0.000	OK
8	0.762	0.000	OK
9	0.143	0.000	OK
10	0.093	0.426	OK
11	0.440	0.396	OK
12	0.658	0.445	OK
13	0.174	0.435	OK
14	0.469	0.465	OK
15	1.168	0.572	OK
16	0.690	0.472	OK
17	0.235	0.483	OK
18	0.769	0.484	OK
19	0.733	0.543	OK
20	0.383	0.572	OK
21	0.653	0.593	OK
22	0.884	0.616	OK
23	0.142	0.613	OK
24	0.519	0.618	OK
25	0.114	0.512	OK
26	0.151	0.458	OK
27	0.474	0.482	OK
28	0.122	0.418	OK
29	0.124	0.357	OK
30	0.190	0.337	OK
31	0.177	0.290	OK
32	0.449	0.246	OK
33	0.775	0.310	OK
34	0.454	0.303	OK
35	0.144	0.306	OK
36	0.397	0.331	OK
37	1.412	0.424	OK
38	1.501	0.562	OK
39	0.454	0.595	OK
40	0.122	0.588	OK
41	0.504	0.621	OK
42	0.596	0.636	OK
43	0.499	0.608	OK
44	0.481	0.611	OK
45	0.439	0.641	OK
46	0.128	0.614	OK
47	0.128	0.485	OK
48	0.129	0.348	OK
49	0.508	0.354	OK
50	0.380	0.379	OK
51	0.193	0.348	OK
52	0.495	0.338	OK
53	0.187	0.307	OK
54	0.144	0.273	OK
55	0.744	0.304	OK
56	0.114	0.302	OK
57	0.227	0.312	OK
58	0.994	0.399	OK
59	0.787	0.426	OK
60	1.724	0.561	OK
61	0.441	0.586	OK
62	0.129	0.549	OK
63	0.088	0.539	OK
64	0.108	0.536	OK
65	1.250	0.586	OK
66	0.950	0.670	OK
67	1.110	0.758	OK
68	0.123	0.671	OK
69	0.139	0.606	OK
70	2.717	0.706	OK
71	0.138	0.675	OK
72	0.398	0.702	OK
73	0.112	0.704	OK
74	2.205	0.914	OK
75	0.178	0.807	OK
76	1.262	0.838	OK
77	0.244	0.752	OK
78	0.512	0.790	OK
79	0.120	0.789	OK
80	0.565	0.573	OK
81	0.222	0.582	OK
82	0.114	0.553	OK
83	1.445	0.687	OK
84	0.161	0.482	OK
85	0.503	0.515	OK
86	0.372	0.426	OK
87	0.414	0.443	OK
88	0.203	0.412	OK
89	0.167	0.417	OK
90	0.164	0.376	OK
91	0.599	0.414	OK
92	0.169	0.420	OK
93	0.145	0.290	OK
94	0.096	0.283	OK
95	0.364	0.269	OK
96	1.194	0.351	OK
97	0.928	0.403	OK
98	0.162	0.399	OK
99	0.119	0.394	OK
100	1.391	0.517	OK
101	0.827	0.539	OK
102	0.790	0.602	OK
103	1.083	0.695	OK
104	0.965	0.782	OK
105	0.401	0.786	OK
