ya esta creado!
#req	time (sec)	avg. time (sec)	mapping
0	0.402	0.000	ERR
1	0.401	0.000	ERR
2	0.509	0.000	ERR
3	0.564	0.000	ERR
4	0.434	0.000	ERR
5	0.357	0.000	ERR
6	0.510	0.000	ERR
7	0.432	0.000	ERR
8	0.507	0.000	ERR
9	0.865	0.000	ERR
10	0.387	0.497	ERR
11	0.417	0.498	ERR
12	0.564	0.504	ERR
13	0.454	0.493	ERR
14	0.354	0.485	ERR
15	0.507	0.500	ERR
16	0.385	0.487	ERR
17	0.565	0.501	ERR
18	0.432	0.493	ERR
19	0.401	0.447	ERR
20	0.430	0.451	ERR
21	0.387	0.448	ERR
22	0.383	0.430	ERR
23	0.438	0.428	ERR
24	0.510	0.444	ERR
25	0.399	0.433	ERR
26	0.474	0.442	ERR
27	0.481	0.433	ERR
28	0.436	0.434	ERR
29	0.399	0.434	ERR
30	0.996	0.490	ERR
31	0.502	0.502	ERR
32	0.522	0.516	ERR
33	0.583	0.530	ERR
34	0.443	0.524	ERR
35	0.502	0.534	ERR
36	0.444	0.531	ERR
37	0.443	0.527	ERR
38	0.467	0.530	ERR
39	0.365	0.527	ERR
40	0.364	0.464	ERR
41	0.482	0.462	ERR
42	0.465	0.456	ERR
43	0.468	0.444	ERR
44	0.465	0.446	ERR
45	0.503	0.446	ERR
46	0.431	0.445	ERR
47	0.453	0.446	ERR
48	0.455	0.445	ERR
49	0.565	0.465	ERR
50	0.356	0.464	ERR
51	0.440	0.460	ERR
52	0.391	0.453	ERR
53	0.451	0.451	ERR
54	0.467	0.451	ERR
55	0.394	0.440	ERR
56	0.430	0.440	ERR
57	0.431	0.438	ERR
58	0.433	0.436	ERR
59	0.400	0.419	ERR
60	0.565	0.440	ERR
61	0.438	0.440	ERR
62	0.486	0.450	ERR
63	0.384	0.443	ERR
64	0.434	0.440	ERR
65	0.455	0.446	ERR
66	0.468	0.449	ERR
67	0.454	0.452	ERR
68	0.487	0.457	ERR
69	0.437	0.461	ERR
70	0.401	0.444	ERR
71	0.434	0.444	ERR
72	0.418	0.437	ERR
73	0.386	0.437	ERR
74	0.510	0.445	ERR
75	0.387	0.438	ERR
76	0.437	0.435	ERR
77	0.564	0.446	ERR
78	0.454	0.443	ERR
79	0.431	0.442	ERR
80	0.508	0.453	ERR
81	0.487	0.458	ERR
82	0.384	0.455	ERR
83	0.510	0.467	ERR
84	0.488	0.465	ERR
85	0.454	0.472	ERR
86	0.432	0.471	ERR
87	0.452	0.460	ERR
88	0.438	0.458	ERR
89	0.507	0.466	ERR
90	0.384	0.454	ERR
91	0.455	0.450	ERR
92	0.355	0.447	ERR
93	0.383	0.435	ERR
94	0.354	0.421	ERR
95	0.354	0.411	ERR
