ya esta creado!
#req	time (sec)	avg. time (sec)	mapping
0	0.674	0.000	OK
1	1.008	0.000	OK
2	0.207	0.000	OK
3	0.351	0.000	OK
4	0.186	0.000	OK
5	0.109	0.000	OK
6	1.567	0.000	OK
7	0.165	0.000	OK
8	0.896	0.000	OK
9	0.199	0.000	OK
10	0.094	0.478	OK
11	0.562	0.434	OK
12	0.753	0.488	OK
13	0.197	0.473	OK
14	0.468	0.501	OK
15	1.176	0.608	OK
16	0.875	0.538	OK
17	0.354	0.557	OK
18	0.858	0.554	OK
19	0.926	0.626	OK
20	0.492	0.666	OK
21	0.946	0.704	OK
22	1.002	0.729	OK
23	0.218	0.731	OK
24	0.670	0.752	OK
25	0.130	0.647	OK
26	0.176	0.577	OK
27	0.558	0.598	OK
28	0.158	0.528	OK
29	0.171	0.452	OK
30	0.214	0.424	OK
31	0.197	0.349	OK
32	0.622	0.311	OK
33	1.025	0.392	OK
34	0.589	0.384	OK
35	0.145	0.386	OK
36	0.517	0.420	OK
37	1.865	0.550	OK
38	1.873	0.722	OK
39	0.440	0.749	OK
40	0.211	0.748	OK
41	0.609	0.790	OK
42	0.751	0.803	OK
43	0.639	0.764	OK
44	0.534	0.758	OK
45	0.613	0.805	OK
46	0.157	0.769	OK
47	0.131	0.596	OK
48	0.131	0.422	OK
49	0.664	0.444	OK
50	0.511	0.474	OK
51	0.234	0.436	OK
52	0.560	0.417	OK
53	0.226	0.376	OK
54	0.168	0.339	OK
55	0.967	0.375	OK
56	0.117	0.371	OK
57	0.242	0.382	OK
58	0.993	0.468	OK
59	0.843	0.486	OK
60	2.001	0.635	OK
61	0.499	0.662	OK
62	0.135	0.619	OK
63	0.088	0.605	OK
64	0.117	0.600	OK
65	1.136	0.617	OK
66	1.404	0.746	OK
67	1.386	0.860	OK
68	0.131	0.774	OK
69	0.154	0.705	OK
70	2.470	0.752	OK
71	0.169	0.719	OK
72	0.480	0.754	OK
73	0.118	0.757	OK
74	1.976	0.942	OK
75	0.229	0.852	OK
76	0.673	0.779	OK
77	0.279	0.668	OK
78	0.620	0.717	OK
79	0.220	0.723	OK
80	0.686	0.545	OK
81	0.273	0.556	OK
82	0.136	0.521	OK
83	1.354	0.645	OK
84	0.177	0.465	OK
85	0.646	0.507	OK
86	0.538	0.493	OK
87	0.533	0.519	OK
88	0.269	0.483	OK
89	0.220	0.483	OK
90	0.216	0.436	OK
91	0.595	0.469	OK
92	0.226	0.478	OK
93	0.192	0.361	OK
94	0.114	0.355	OK
95	0.498	0.340	OK
96	1.513	0.438	OK
97	1.193	0.504	OK
98	0.201	0.497	OK
99	0.137	0.489	OK
100	1.925	0.659	OK
101	1.079	0.708	OK
102	0.869	0.772	OK
103	1.084	0.861	OK
104	1.131	0.963	OK
105	0.564	0.970	OK
106	1.179	0.936	OK
107	2.752	1.092	OK
108	0.082	1.080	OK
109	0.162	1.083	OK
110	0.624	0.953	OK
111	0.101	0.855	OK
112	0.208	0.789	OK
113	1.850	0.865	OK
114	0.157	0.768	OK
115	0.200	0.731	OK
116	0.659	0.679	OK
117	1.101	0.514	OK
118	1.043	0.610	OK
119	0.170	0.611	OK
120	1.160	0.665	OK
121	0.744	0.729	OK
122	0.287	0.737	OK
123	1.108	0.663	OK
124	0.638	0.711	OK
125	1.046	0.796	OK
126	0.151	0.745	OK
127	0.127	0.647	OK
128	0.183	0.561	OK
129	0.181	0.562	OK
130	0.627	0.509	OK
131	0.215	0.456	OK
132	1.041	0.532	OK
133	0.171	0.438	OK
134	0.882	0.462	OK
135	1.415	0.499	OK
136	0.561	0.540	OK
