ya esta creado!
#req	time (sec)	avg. time (sec)	mapping
0	0.557	0.000	OK
1	1.443	0.000	OK
2	1.531	0.000	OK
3	2.380	0.000	OK
4	0.196	0.000	OK
5	0.147	0.000	OK
6	1.031	0.000	OK
7	0.244	0.000	OK
8	0.900	0.000	OK
9	0.200	0.000	OK
10	0.094	0.817	OK
11	0.962	0.768	OK
12	2.241	0.840	OK
13	0.659	0.667	OK
14	0.540	0.702	OK
15	1.231	0.810	OK
16	0.535	0.761	OK
17	1.978	0.934	OK
18	0.490	0.893	OK
19	0.561	0.929	OK
20	0.733	0.993	OK
21	0.664	0.963	OK
22	0.511	0.790	OK
23	0.219	0.746	OK
24	1.237	0.816	OK
25	0.920	0.785	OK
26	0.175	0.749	OK
27	0.679	0.619	OK
28	0.159	0.586	OK
29	0.179	0.548	OK
30	0.216	0.496	OK
31	0.689	0.498	OK
32	0.841	0.531	OK
33	1.845	0.694	OK
34	1.929	0.763	OK
35	0.191	0.690	OK
36	0.487	0.721	OK
37	1.711	0.825	OK
38	2.028	1.012	OK
39	1.098	1.103	OK
40	0.218	1.104	OK
41	0.724	1.107	OK
42	1.392	1.162	OK
43	1.393	1.117	OK
44	1.067	1.031	OK
45	1.035	1.115	OK
46	0.200	1.087	OK
47	0.131	0.929	OK
48	0.132	0.739	OK
49	1.632	0.793	OK
50	0.455	0.816	OK
51	0.235	0.767	OK
52	0.799	0.708	OK
53	1.548	0.723	OK
54	0.213	0.638	OK
55	0.569	0.591	OK
56	0.265	0.598	OK
57	0.244	0.609	OK
58	1.479	0.744	OK
59	1.174	0.698	OK
60	2.752	0.928	OK
61	0.768	0.981	OK
62	0.140	0.915	OK
63	1.103	0.871	OK
64	0.125	0.862	OK
65	1.755	0.980	OK
66	0.783	1.032	OK
67	1.265	1.134	OK
68	0.139	1.000	OK
69	1.246	1.008	OK
70	2.045	0.937	OK
71	0.706	0.931	OK
72	0.502	0.967	OK
73	0.156	0.872	OK
74	2.218	1.082	OK
75	0.237	0.930	OK
76	1.403	0.992	OK
77	0.849	0.950	OK
78	0.521	0.988	OK
79	0.236	0.887	OK
80	1.930	0.876	OK
81	0.281	0.833	OK
82	0.188	0.802	OK
83	1.703	0.957	OK
84	0.236	0.758	OK
85	0.485	0.783	OK
86	1.375	0.780	OK
87	0.633	0.759	OK
88	1.254	0.832	OK
89	0.225	0.831	OK
90	0.577	0.696	OK
91	1.565	0.824	OK
92	0.524	0.858	OK
93	0.472	0.735	OK
94	0.148	0.726	OK
95	0.677	0.745	OK
96	1.748	0.782	OK
97	0.991	0.818	OK
98	0.509	0.744	OK
99	0.962	0.817	OK
100	1.695	0.929	OK
101	1.605	0.933	OK
102	2.628	1.144	OK
103	1.562	1.253	OK
104	1.398	1.378	OK
105	0.617	1.372	OK
106	1.352	1.332	OK
107	2.461	1.479	OK
108	0.082	1.436	OK
109	1.495	1.490	OK
110	1.225	1.443	OK
111	0.683	1.350	OK
112	0.965	1.184	OK
113	2.784	1.306	OK
114	0.206	1.187	OK
115	0.618	1.187	OK
116	0.572	1.109	OK
117	1.227	0.986	OK
118	2.998	1.277	OK
119	1.128	1.241	OK
120	1.596	1.278	OK
121	0.986	1.308	OK
122	1.639	1.375	OK
123	1.243	1.221	OK
124	1.609	1.362	OK
125	1.935	1.493	OK
126	0.609	1.497	OK
127	0.173	1.392	OK
128	0.971	1.189	OK
129	1.189	1.195	OK
130	1.280	1.163	OK
131	0.753	1.140	OK
132	1.455	1.122	OK
133	0.675	1.065	OK
