ya esta creado!
#req	time (sec)	avg. time (sec)	mapping
0	0.839	0.000	OK
1	2.463	0.000	OK
2	0.792	0.000	ERR
3	1.611	0.000	ERR
4	0.721	0.000	OK
5	0.626	0.000	OK
6	0.791	0.000	ERR
7	1.681	0.000	OK
8	1.499	0.000	OK
9	1.173	0.000	OK
10	0.181	1.154	OK
11	0.632	0.971	ERR
12	0.888	0.980	ERR
13	0.695	0.889	ERR
14	1.504	0.967	ERR
15	2.937	1.198	OK
16	0.782	1.197	OK
17	0.891	1.118	ERR
18	1.284	1.097	OK
19	1.234	1.103	OK
20	1.744	1.259	OK
21	1.152	1.311	ERR
22	1.191	1.341	ERR
23	0.674	1.339	ERR
24	2.170	1.406	ERR
25	0.610	1.173	ERR
26	0.841	1.179	ERR
27	0.730	1.163	ERR
28	0.958	1.130	OK
29	1.609	1.168	OK
30	0.695	1.063	OK
31	0.969	1.045	ERR
32	1.585	1.084	ERR
33	0.898	1.106	ERR
34	0.869	0.976	OK
35	0.689	0.984	OK
36	1.575	1.058	OK
37	3.542	1.339	OK
38	1.222	1.365	ERR
39	1.803	1.385	OK
40	1.301	1.445	OK
41	1.883	1.536	ERR
42	0.698	1.448	ERR
43	1.422	1.500	ERR
44	0.841	1.497	OK
45	1.407	1.569	OK
46	0.665	1.478	ERR
47	0.255	1.149	OK
48	1.104	1.138	OK
49	1.676	1.125	ERR
50	1.456	1.141	OK
51	0.668	1.019	ERR
52	2.275	1.177	OK
53	0.670	1.102	ERR
54	1.047	1.122	OK
55	1.108	1.092	OK
56	0.636	1.089	ERR
57	1.834	1.247	OK
58	2.485	1.385	OK
59	2.191	1.437	OK
60	0.895	1.381	ERR
61	0.672	1.381	ERR
62	0.244	1.178	OK
63	2.073	1.318	ERR
64	0.260	1.240	OK
65	1.429	1.272	ERR
66	0.745	1.283	ERR
67	1.489	1.248	ERR
68	0.243	1.024	OK
69	0.669	0.872	ERR
70	1.143	0.897	ERR
71	1.749	1.004	OK
72	1.372	1.117	OK
73	1.130	1.023	ERR
74	1.426	1.139	ERR
75	1.043	1.101	OK
76	0.669	1.093	ERR
77	0.894	1.034	ERR
78	1.369	1.146	OK
79	1.132	1.193	ERR
80	3.505	1.429	OK
81	0.779	1.332	OK
82	1.759	1.371	OK
83	1.451	1.403	ERR
84	0.808	1.341	ERR
85	2.150	1.452	OK
86	0.661	1.451	ERR
87	0.724	1.434	OK
88	2.282	1.525	OK
89	0.982	1.510	OK
90	0.591	1.219	ERR
91	1.324	1.273	ERR
92	1.008	1.198	ERR
93	0.577	1.111	ERR
94	1.128	1.143	OK
95	0.586	0.986	OK
96	2.829	1.203	ERR
97	1.013	1.232	OK
98	0.758	1.080	OK
99	0.987	1.080	ERR
100	2.254	1.246	OK
101	1.287	1.243	OK
102	0.669	1.209	ERR
103	1.261	1.277	ERR
104	1.192	1.284	ERR
105	0.598	1.285	ERR
106	1.184	1.120	ERR
107	0.895	1.108	ERR
108	1.222	1.155	ERR
109	1.130	1.169	OK
110	1.667	1.111	OK
111	0.799	1.062	ERR
112	0.526	1.048	ERR
113	0.817	1.003	ERR
114	1.160	1.000	OK
115	0.744	1.015	ERR
116	1.524	1.049	OK
117	1.419	1.101	ERR
118	1.536	1.132	ERR
119	1.056	1.125	ERR
120	1.080	1.066	ERR
121	0.742	1.060	ERR
122	1.579	1.166	ERR
123	1.084	1.192	ERR
124	1.350	1.211	ERR
125	0.576	1.195	ERR
126	1.078	1.150	ERR
127	0.700	1.078	ERR
128	1.257	1.050	OK
129	1.429	1.087	ERR
130	0.679	1.047	ERR
131	2.481	1.221	OK
132	0.795	1.143	ERR
133	1.134	1.148	OK
134	1.119	1.125	ERR
135	1.300	1.197	ERR
136	0.585	1.148	ERR
137	0.542	1.132	ERR
138	1.316	1.138	ERR
139	2.023	1.198	OK
140	0.657	1.195	ERR
141	2.970	1.244	OK
142	0.795	1.244	ERR
143	1.028	1.234	OK
144	1.366	1.258	OK
145	0.541	1.182	ERR
146	1.167	1.241	ERR
147	1.011	1.287	ERR
148	0.539	1.210	ERR
149	0.553	1.063	ERR
150	1.896	1.187	OK
151	1.917	1.081	OK
152	0.755	1.077	ERR
153	1.775	1.152	ERR
154	1.173	1.133	OK
155	1.101	1.189	OK
156	1.327	1.205	ERR
157	0.612	1.165	ERR
158	1.935	1.304	ERR
159	1.145	1.364	OK
160	0.766	1.251	ERR
161	0.698	1.129	ERR
162	0.576	1.111	ERR
163	0.667	1.000	ERR
164	2.147	1.097	OK
165	1.824	1.170	ERR
166	0.745	1.112	OK
167	0.897	1.140	ERR
168	0.541	1.001	ERR
169	0.643	0.951	ERR
170	0.746	0.949	ERR
171	1.598	1.039	ERR
172	0.656	1.047	ERR
173	0.514	1.031	ERR
174	0.606	0.877	ERR
175	0.920	0.787	OK
176	0.703	0.782	ERR
177	1.887	0.881	ERR
178	1.209	0.948	ERR
179	1.504	1.034	OK
180	2.003	1.160	OK
181	0.555	1.056	ERR
182	1.018	1.092	ERR
183	1.292	1.170	ERR
184	0.641	1.173	ERR
185	1.164	1.197	ERR
186	0.865	1.214	ERR
187	0.787	1.104	OK
188	0.771	1.060	ERR
189	1.669	1.076	ERR
190	1.938	1.070	ERR
191	1.192	1.134	ERR
192	1.536	1.185	ERR
193	0.817	1.138	ERR
194	1.118	1.185	ERR
195	0.715	1.141	OK
196	1.514	1.206	ERR
197	1.428	1.270	ERR
198	0.890	1.282	ERR
199	2.385	1.353	OK
200	1.645	1.324	ERR
201	0.830	1.288	ERR
202	1.901	1.324	ERR
203	1.820	1.425	ERR
204	0.662	1.379	ERR
205	1.136	1.421	ERR
206	2.960	1.566	OK
207	1.486	1.571	OK
208	0.643	1.547	ERR
209	1.760	1.484	ERR
210	0.694	1.389	ERR
211	1.649	1.471	ERR
212	1.783	1.459	ERR
213	1.585	1.436	OK
214	0.585	1.428	ERR
215	1.052	1.420	ERR
216	1.440	1.268	OK
217	2.774	1.397	ERR
218	1.176	1.450	OK
219	0.590	1.333	ERR
220	2.567	1.520	OK
221	0.523	1.408	ERR
222	0.930	1.322	ERR
223	1.215	1.285	ERR
224	1.598	1.387	OK
225	1.520	1.433	ERR
226	0.862	1.375	ERR
227	1.076	1.206	ERR
228	1.976	1.286	OK
229	1.265	1.353	ERR
230	1.081	1.205	ERR
231	0.765	1.229	ERR
232	2.291	1.365	OK
233	1.294	1.373	ERR
234	0.560	1.269	ERR
235	2.173	1.334	OK
236	0.595	1.308	ERR
237	0.694	1.269	ERR
238	0.693	1.141	ERR
239	0.884	1.103	ERR
240	2.592	1.254	ERR
241	1.934	1.371	OK
242	1.187	1.261	OK
243	0.514	1.183	ERR
244	1.548	1.281	OK
245	0.863	1.150	ERR
246	0.511	1.142	ERR
247	2.518	1.324	OK
248	2.057	1.461	ERR
249	0.694	1.442	ERR
250	3.079	1.490	OK
251	1.071	1.404	ERR
252	1.371	1.423	ERR
253	1.412	1.512	OK
254	1.430	1.501	ERR
255	0.521	1.466	ERR
256	1.694	1.585	ERR
257	2.234	1.556	OK
258	0.688	1.419	ERR
259	0.634	1.413	ERR
260	1.493	1.255	OK
261	3.052	1.453	ERR
262	3.368	1.653	OK
263	0.767	1.588	ERR
264	0.527	1.498	ERR
265	0.971	1.543	ERR
266	2.263	1.600	ERR
267	0.559	1.432	ERR
268	0.958	1.459	ERR
269	1.842	1.580	ERR
270	2.193	1.650	ERR
