ya esta creado!
#req	time (sec)	avg. time (sec)	mapping
0	0.605	0.000	ERR
1	0.604	0.000	ERR
2	0.794	0.000	ERR
3	0.893	0.000	ERR
4	0.664	0.000	ERR
5	0.529	0.000	ERR
6	0.794	0.000	ERR
7	1.292	0.000	ERR
8	1.473	0.000	ERR
9	1.334	0.000	ERR
10	0.581	0.896	ERR
11	0.637	0.899	ERR
12	0.891	0.909	ERR
13	0.700	0.889	ERR
14	0.939	0.917	ERR
15	1.568	1.021	ERR
16	0.581	1.000	ERR
17	0.892	0.959	ERR
18	0.663	0.878	ERR
19	0.608	0.806	ERR
20	1.194	0.867	ERR
21	0.584	0.862	ERR
22	0.580	0.831	ERR
23	0.672	0.828	ERR
24	0.796	0.814	ERR
25	0.609	0.718	ERR
26	0.725	0.732	ERR
27	0.724	0.715	ERR
28	0.666	0.716	ERR
29	1.069	0.762	ERR
30	1.497	0.792	ERR
31	1.484	0.882	ERR
32	0.810	0.905	ERR
33	0.895	0.928	ERR
34	0.658	0.914	ERR
35	0.808	0.934	ERR
36	0.658	0.927	ERR
37	1.201	0.975	ERR
38	0.696	0.978	ERR
39	1.032	0.974	ERR
40	11.525	1.977	OK
41	1.418	1.970	ERR
42	0.697	1.959	ERR
43	0.700	1.939	ERR
44	0.698	1.943	ERR
45	0.758	1.938	ERR
46	0.659	1.938	ERR
47	0.716	1.890	ERR
48	0.748	1.895	ERR
49	0.895	1.881	ERR
50	0.532	0.782	ERR
51	0.674	0.708	ERR
52	0.579	0.696	ERR
53	0.675	0.693	ERR
54	1.212	0.745	ERR
55	0.579	0.727	ERR
56	0.638	0.725	ERR
57	1.261	0.779	ERR
58	1.287	0.833	ERR
59	0.609	0.805	ERR
60	0.894	0.841	ERR
61	0.673	0.841	ERR
62	20.144	2.797	OK
63	0.613	2.791	ERR
64	0.665	2.736	ERR
65	0.697	2.748	ERR
66	0.723	2.757	ERR
67	0.697	2.700	ERR
68	0.811	2.653	ERR
69	0.672	2.659	ERR
70	1.142	2.684	ERR
71	2.510	2.867	ERR
72	0.635	0.916	ERR
73	0.582	0.913	ERR
74	1.561	1.003	ERR
75	0.597	0.993	ERR
76	0.671	0.988	ERR
77	0.894	1.007	ERR
78	0.700	0.996	ERR
79	0.658	0.995	ERR
80	1.478	1.029	ERR
81	20.650	2.843	OK
82	0.578	2.837	ERR
83	0.793	2.858	ERR
84	0.755	2.777	ERR
85	0.699	2.788	ERR
86	0.661	2.787	ERR
87	1.258	2.823	ERR
88	1.245	2.878	ERR
89	1.416	2.953	ERR
90	1.009	2.906	ERR
91	1.222	0.964	ERR
92	0.527	0.959	ERR
93	0.576	0.937	ERR
94	0.949	0.956	ERR
95	1.143	1.001	ERR
96	1.230	1.058	ERR
97	0.583	0.990	ERR
98	1.548	1.020	ERR
99	0.613	0.940	ERR
100	1.317	0.971	ERR
101	1.421	0.991	ERR
102	0.671	1.005	ERR
103	1.315	1.079	ERR
104	0.636	1.048	ERR
105	0.596	0.993	ERR
106	1.022	0.972	ERR
107	0.890	1.003	ERR
108	0.887	0.937	ERR
109	15.274	2.403	OK
110	0.796	2.351	ERR
111	0.587	2.267	ERR
112	0.527	2.253	ERR
113	0.819	2.203	ERR
114	0.637	2.204	ERR
115	1.211	2.265	ERR
116	0.755	2.238	ERR
117	0.717	2.221	ERR
118	0.594	2.192	ERR
119	0.579	0.722	ERR
120	0.608	0.703	ERR
121	1.384	0.783	ERR
122	1.488	0.879	ERR
123	0.578	0.855	ERR
124	0.726	0.864	ERR
125	0.579	0.801	ERR
126	0.664	0.792	ERR
127	1.188	0.839	ERR
128	2.201	0.999	ERR
129	1.917	1.133	ERR
130	1.101	1.182	ERR
131	0.658	1.110	ERR
132	0.799	1.041	ERR
133	0.697	1.053	ERR
134	0.987	1.079	ERR
135	0.664	1.088	ERR
136	0.583	1.079	ERR
137	0.545	1.015	ERR
138	0.726	0.868	ERR
139	13.465	2.022	OK
140	0.659	1.978	ERR
141	0.698	1.982	ERR
142	0.796	1.982	ERR
143	0.672	1.980	ERR
144	1.500	2.031	ERR
145	0.531	2.018	ERR
146	0.637	2.023	ERR
147	0.531	2.022	ERR
148	0.918	2.041	ERR
149	0.544	0.749	ERR
150	1.380	0.821	ERR
151	1.858	0.937	ERR
152	0.755	0.933	ERR
153	1.371	1.003	ERR
154	1.887	1.041	ERR
155	1.153	1.104	ERR
156	0.585	1.098	ERR
157	0.580	1.103	ERR
