ya esta creado!
#req	time (sec)	avg. time (sec)	mapping
0	0.605	0.000	OK
1	0.557	0.000	OK
2	0.529	0.000	ERR
3	1.176	0.000	ERR
4	0.553	0.000	OK
5	0.460	0.000	OK
6	0.527	0.000	ERR
7	1.430	0.000	OK
8	1.250	0.000	OK
9	0.986	0.000	OK
10	0.126	0.759	OK
11	0.434	0.747	ERR
12	0.586	0.753	ERR
13	0.472	0.682	ERR
14	1.129	0.740	ERR
15	0.718	0.766	OK
16	0.539	0.767	OK
17	0.586	0.683	ERR
18	0.888	0.646	OK
19	1.044	0.652	OK
20	1.254	0.765	OK
21	0.849	0.806	ERR
22	0.847	0.833	ERR
23	0.455	0.831	ERR
24	1.618	0.880	ERR
25	0.415	0.849	ERR
26	0.580	0.854	ERR
27	0.486	0.844	ERR
28	0.869	0.842	OK
29	1.209	0.858	OK
30	0.630	0.796	OK
31	0.673	0.778	ERR
32	1.080	0.801	ERR
33	0.587	0.815	ERR
34	0.582	0.711	OK
35	0.482	0.718	OK
36	1.523	0.812	OK
37	2.210	0.984	OK
38	0.942	0.992	ERR
39	1.146	0.985	OK
40	1.286	1.051	OK
41	1.487	1.132	ERR
42	0.470	1.071	ERR
43	1.027	1.116	ERR
44	0.609	1.118	OK
45	0.957	1.166	OK
46	0.448	1.058	ERR
47	0.205	0.858	OK
48	0.699	0.833	OK
49	1.179	0.837	ERR
50	1.876	0.896	OK
51	0.457	0.793	ERR
52	1.273	0.873	OK
53	0.456	0.816	ERR
54	0.922	0.847	OK
55	0.886	0.840	ERR
56	0.436	0.839	ERR
57	1.467	0.965	OK
58	1.866	1.082	OK
59	0.850	1.049	ERR
60	0.588	0.920	ERR
61	0.456	0.920	ERR
62	0.196	0.812	OK
63	0.992	0.866	ERR
64	0.168	0.791	OK
65	1.023	0.804	ERR
66	0.508	0.811	ERR
67	1.077	0.772	ERR
68	0.196	0.605	OK
69	0.456	0.566	ERR
70	1.688	0.676	ERR
71	1.431	0.774	OK
72	0.899	0.844	OK
73	0.871	0.832	ERR
74	1.060	0.921	ERR
75	0.908	0.909	OK
76	0.457	0.904	ERR
77	0.590	0.856	ERR
78	1.289	0.965	OK
79	1.234	1.043	ERR
80	1.616	1.036	ERR
81	0.782	0.971	OK
82	1.295	1.010	OK
83	1.059	1.029	ERR
