ya esta creado!
#req	time (sec)	avg. time (sec)	mapping
0	0.605	0.000	ERR
1	0.604	0.000	ERR
2	0.795	0.000	ERR
3	0.893	0.000	ERR
4	0.665	0.000	ERR
5	0.528	0.000	ERR
6	0.795	0.000	ERR
7	1.291	0.000	ERR
8	1.472	0.000	ERR
9	1.331	0.000	ERR
10	0.579	0.895	ERR
11	0.636	0.898	ERR
12	0.892	0.908	ERR
13	0.700	0.889	ERR
14	0.939	0.916	ERR
15	1.563	1.020	ERR
16	0.581	0.998	ERR
17	0.892	0.958	ERR
18	0.664	0.878	ERR
19	0.609	0.805	ERR
20	1.189	0.866	ERR
21	0.583	0.861	ERR
22	0.580	0.830	ERR
23	0.671	0.827	ERR
24	0.797	0.813	ERR
25	0.609	0.717	ERR
26	0.726	0.732	ERR
27	0.725	0.715	ERR
28	0.667	0.716	ERR
29	1.070	0.762	ERR
30	1.499	0.793	ERR
31	1.484	0.883	ERR
32	0.811	0.906	ERR
33	0.893	0.928	ERR
34	0.658	0.914	ERR
35	0.806	0.934	ERR
36	0.657	0.927	ERR
37	1.200	0.974	ERR
38	0.695	0.977	ERR
39	1.030	0.973	ERR
40	0.932	0.917	OK
41	1.419	0.910	ERR
42	0.697	0.899	ERR
43	0.700	0.880	ERR
44	0.698	0.884	ERR
45	0.759	0.879	ERR
46	0.659	0.879	ERR
47	0.716	0.831	ERR
48	0.746	0.836	ERR
49	0.894	0.822	ERR
50	0.530	0.782	ERR
51	0.672	0.707	ERR
52	0.580	0.695	ERR
53	0.671	0.693	ERR
54	1.208	0.743	ERR
55	0.579	0.726	ERR
56	0.637	0.723	ERR
57	1.258	0.778	ERR
58	1.289	0.832	ERR
59	0.608	0.803	ERR
60	0.894	0.840	ERR
61	0.672	0.840	ERR
62	1.443	0.926	OK
63	0.617	0.921	ERR
64	0.667	0.866	ERR
65	0.706	0.879	ERR
66	0.727	0.888	ERR
67	0.702	0.833	ERR
68	0.809	0.784	ERR
69	0.674	0.791	ERR
70	1.148	0.816	ERR
71	2.521	1.001	ERR
72	0.639	0.921	ERR
73	0.584	0.918	ERR
74	1.569	1.008	ERR
75	0.598	0.997	ERR
76	0.674	0.992	ERR
77	0.895	1.011	ERR
78	0.706	1.001	ERR
79	0.664	1.000	ERR
80	1.482	1.033	ERR
81	0.686	0.850	OK
82	0.579	0.844	ERR
83	0.795	0.865	ERR
84	0.755	0.783	ERR
85	0.698	0.793	ERR
86	0.661	0.792	ERR
87	1.259	0.829	ERR
88	1.243	0.882	ERR
89	1.416	0.958	ERR
90	1.010	0.910	ERR
91	1.224	0.964	ERR
92	0.527	0.959	ERR
93	0.577	0.937	ERR
94	0.950	0.957	ERR
95	1.140	1.001	ERR
96	1.231	1.058	ERR
97	0.581	0.990	ERR
98	1.812	1.047	ERR
99	0.614	0.967	ERR
100	1.299	0.996	ERR
101	1.419	1.015	ERR
102	0.669	1.029	ERR
103	1.313	1.103	ERR
104	0.636	1.071	ERR
105	0.596	1.017	ERR
106	1.024	0.996	ERR
107	0.891	1.027	ERR
108	0.885	0.935	ERR
109	0.819	0.955	OK
110	0.797	0.905	ERR
111	0.853	0.848	ERR
112	0.528	0.834	ERR
113	0.819	0.785	ERR
114	0.636	0.785	ERR
115	1.206	0.846	ERR
116	0.756	0.819	ERR
117	0.715	0.802	ERR
118	0.593	0.772	ERR
119	0.579	0.748	ERR
120	0.608	0.729	ERR
121	1.382	0.782	ERR
122	1.483	0.878	ERR
123	0.578	0.854	ERR
124	0.724	0.862	ERR
125	0.579	0.800	ERR
126	0.662	0.790	ERR
127	1.182	0.837	ERR
128	2.193	0.997	ERR
129	1.916	1.131	ERR
130	1.098	1.180	ERR
131	0.658	1.107	ERR
132	0.797	1.039	ERR
133	0.700	1.051	ERR
134	0.986	1.077	ERR
135	0.662	1.085	ERR
136	0.581	1.077	ERR
137	0.540	1.013	ERR
138	0.726	0.866	ERR
139	1.256	0.800	OK
140	0.657	0.756	ERR
141	0.696	0.760	ERR
142	0.796	0.760	ERR
143	0.671	0.757	ERR
144	1.498	0.808	ERR
145	0.528	0.795	ERR
146	0.637	0.801	ERR
147	0.528	0.799	ERR
148	0.917	0.818	ERR
149	0.541	0.747	ERR
150	1.367	0.818	ERR
151	1.848	0.933	ERR
152	0.756	0.929	ERR
153	1.373	0.999	ERR
154	1.525	1.002	ERR
155	1.146	1.064	ERR
156	0.582	1.058	ERR
157	0.579	1.063	ERR
