ya esta creado!
#req	time (sec)	avg. time (sec)	mapping
0	10.527	0.000	OK
1	19.799	0.000	OK
2	9.268	0.000	OK
3	13.273	0.000	OK
4	4.792	0.000	OK
5	1.265	0.000	OK
6	22.353	0.000	OK
7	1.526	0.000	OK
8	11.076	0.000	OK
9	1.646	0.000	OK
10	1.639	8.664	OK
11	10.274	7.711	OK
12	14.449	8.229	OK
13	15.231	8.425	OK
14	13.366	9.283	OK
15	11.998	10.356	OK
16	11.110	9.231	OK
17	14.494	10.528	OK
18	10.773	10.498	OK
19	12.735	11.607	OK
20	8.927	12.336	OK
21	12.177	12.526	OK
22	12.433	12.324	OK
23	6.204	11.422	OK
24	13.876	11.473	OK
25	13.715	11.644	OK
26	1.749	10.708	OK
27	10.715	10.330	OK
28	1.466	9.400	OK
29	1.482	8.274	OK
30	1.744	7.556	OK
31	2.390	6.577	OK
32	11.972	6.531	OK
33	17.026	7.613	OK
34	23.906	8.616	OK
35	1.902	7.435	OK
36	9.192	8.179	OK
37	19.304	9.038	OK
38	21.503	11.042	OK
39	4.454	11.339	OK
40	11.629	12.328	OK
41	16.149	13.704	OK
42	12.910	13.798	OK
43	11.634	13.258	OK
44	9.284	11.796	OK
45	10.873	12.693	OK
46	1.664	11.940	OK
47	1.725	10.183	OK
48	2.045	8.237	OK
49	15.471	9.338	OK
50	11.146	9.290	OK
51	11.928	8.868	OK
52	17.226	9.300	OK
53	10.959	9.232	OK
54	1.806	8.484	OK
55	18.624	9.259	OK
56	2.188	9.312	OK
57	5.237	9.663	OK
58	10.838	10.542	OK
59	11.802	10.176	OK
60	27.097	11.771	OK
61	6.941	11.272	OK
62	0.593	9.609	OK
63	1.119	8.625	OK
64	0.465	8.490	OK
65	10.936	7.722	OK
66	12.137	8.717	OK
67	13.134	9.506	OK
68	0.587	8.481	OK
69	15.943	8.895	OK
70	30.345	9.220	OK
71	6.964	9.222	OK
72	6.837	9.847	OK
73	1.551	9.890	OK
74	21.544	11.998	OK
75	2.337	11.138	OK
76	19.024	11.827	OK
77	13.795	11.893	OK
78	16.808	13.515	OK
79	7.918	12.712	OK
80	14.455	11.123	OK
81	2.410	10.668	OK
82	1.602	10.144	OK
83	16.020	11.591	OK
84	1.960	9.633	OK
85	9.729	10.372	OK
86	9.577	9.427	OK
87	9.084	8.956	OK
88	9.761	8.252	OK
89	13.127	8.772	OK
90	10.632	8.390	OK
91	6.064	8.756	OK
92	14.033	9.999	OK
93	9.765	9.373	OK
94	1.257	9.303	OK
95	11.574	9.487	OK
96	16.756	10.205	OK
97	8.842	10.181	OK
98	1.753	9.380	OK
99	2.561	8.324	OK
100	19.528	9.213	OK
101	14.009	10.008	OK
102	11.836	9.788	OK
103	11.224	9.934	OK
104	11.720	10.980	OK
105	7.339	10.557	OK
106	11.745	10.056	OK
107	24.276	11.599	OK
108	0.406	11.464	OK
109	10.922	12.301	OK
110	12.379	11.586	OK
111	0.887	10.273	OK
112	9.687	10.059	OK
113	21.768	11.113	OK
114	1.975	10.139	OK
115	3.955	9.800	OK
116	10.200	9.646	OK
117	12.244	8.442	OK
118	9.347	9.337	OK
119	1.551	8.399	OK
120	12.585	8.420	OK
121	7.917	9.123	OK
122	17.818	9.936	OK
123	16.888	9.448	OK
124	11.774	10.428	OK
125	21.020	12.134	OK
126	2.319	11.346	OK
127	1.545	10.276	OK
128	1.810	9.523	OK
129	5.786	9.946	OK
130	10.904	9.778	OK
131	2.351	9.222	OK
132	13.674	8.807	OK
133	4.901	7.609	OK
134	10.027	7.434	OK
135	7.587	6.090	OK
136	4.095	6.268	OK
137	6.758	6.789	OK
138	17.175	8.326	OK
139	12.587	9.006	OK
140	12.325	9.148	OK
141	12.641	10.177	OK
142	10.113	9.821	OK
143	12.849	10.615	OK
144	3.769	9.990	OK
145	4.882	9.719	OK
146	13.822	10.692	OK
147	0.301	10.046	OK
148	3.188	8.648	OK
149	1.268	7.516	OK
150	15.626	7.846	OK
151	16.844	8.266	OK
152	1.983	7.453	OK
153	7.109	6.879	OK
154	2.138	6.716	OK
155	1.975	6.425	OK
156	1.252	5.168	OK
157	1.944	5.333	OK
158	34.561	8.470	OK
159	5.922	8.935	OK
160	2.037	7.577	OK
161	17.490	7.641	OK
162	13.456	8.788	OK
163	17.536	9.831	OK
164	0.540	9.671	OK
165	8.311	10.305	OK
166	1.791	10.359	OK
167	10.228	11.187	OK
168	4.614	8.192	OK
169	1.308	7.731	OK
170	2.031	7.730	OK
171	34.903	9.472	OK
172	17.749	9.901	OK
173	11.023	9.250	OK
174	1.837	9.379	OK
175	17.151	10.263	OK
176	10.115	11.096	OK
177	19.077	11.981	OK
178	17.060	13.225	OK
179	16.336	14.728	OK
180	16.925	16.218	OK
181	13.404	14.068	OK
182	18.195	14.112	OK
183	8.981	13.908	OK
184	14.886	15.213	OK
185	20.227	15.521	OK
186	20.061	16.515	OK
187	1.545	14.762	OK
188	11.924	14.248	OK
189	24.887	15.104	OK
190	17.419	15.153	OK
191	10.724	14.885	OK
192	9.491	14.015	OK
193	12.029	14.319	OK
194	12.292	14.060	OK
195	11.793	13.217	OK
196	27.492	13.960	OK
197	8.583	14.663	OK
198	12.899	14.761	OK
199	20.732	14.345	OK
200	12.549	13.858	OK
