#req	time (sec)	avg. time (sec)	mapping
0	0.117	0.000	ERR
1	2.660	0.000	OK
2	12.629	0.000	OK
3	15.041	0.000	OK
4	6.825	0.000	OK
5	13.839	0.000	OK
6	0.099	0.000	ERR
7	14.086	0.000	OK
8	13.423	0.000	OK
9	14.096	0.000	OK
10	0.204	9.290	ERR
11	4.657	9.490	OK
12	11.279	9.355	OK
13	9.293	8.780	OK
14	1.640	8.262	OK
15	5.463	7.424	OK
16	6.607	8.075	OK
17	6.089	7.275	OK
18	0.191	5.952	ERR
19	9.041	5.446	OK
20	9.280	6.354	OK
21	6.820	6.570	OK
22	16.728	7.115	OK
23	5.915	6.777	OK
24	2.977	6.911	OK
25	0.158	6.381	ERR
26	1.343	5.854	OK
27	14.997	6.745	OK
28	0.083	6.734	ERR
29	1.783	6.009	ERR
30	0.120	5.093	ERR
31	15.740	5.985	OK
32	3.608	4.673	OK
33	7.075	4.788	OK
34	9.472	5.438	OK
35	5.614	5.984	OK
36	7.237	6.573	OK
37	3.390	5.412	OK
38	17.238	7.128	OK
39	6.074	7.557	OK
40	11.772	8.722	OK
41	6.013	7.749	OK
42	26.445	10.033	OK
43	8.867	10.212	OK
44	0.169	9.282	ERR
45	2.037	8.924	OK
46	0.175	8.218	ERR
47	9.944	8.873	OK
48	17.513	8.901	OK
49	0.139	8.307	ERR
50	0.086	7.139	ERR
51	6.797	7.217	OK
52	8.684	5.441	OK
53	0.116	4.566	ERR
54	7.177	5.267	OK
55	0.012	5.064	ERR
56	1.379	5.185	OK
57	6.019	4.792	OK
58	9.308	3.972	OK
59	11.419	5.100	OK
60	8.122	5.903	OK
61	6.885	5.912	OK
62	10.348	6.078	OK
63	0.075	6.074	ERR
64	12.829	6.640	OK
65	3.079	6.946	OK
66	1.546	6.963	ERR
67	0.114	6.372	ERR
68	3.537	5.795	OK
69	1.667	4.820	OK
70	0.134	4.022	ERR
71	1.727	3.506	OK
72	1.336	2.605	OK
73	1.827	2.780	ERR
74	15.621	3.059	OK
75	9.187	3.670	OK
76	0.127	3.528	ERR
77	0.151	3.532	ERR
78	0.247	3.203	OK
79	0.142	3.050	ERR
80	4.728	3.509	OK
81	0.065	3.343	ERR
82	5.372	3.747	OK
83	0.119	3.576	ERR
84	7.868	2.801	OK
85	11.898	3.072	OK
86	5.705	3.629	OK
87	16.418	5.256	OK
88	9.774	6.209	OK
89	1.760	6.371	ERR
90	4.804	6.378	OK
91	0.143	6.386	ERR
92	1.377	5.987	ERR
93	7.513	6.726	OK
94	0.141	5.953	ERR
95	8.655	5.629	OK
96	1.296	5.188	ERR
97	6.485	4.195	OK
98	0.170	3.234	ERR
99	0.140	3.072	ERR
100	9.391	3.531	OK
101	0.128	3.530	ERR
102	0.111	3.403	ERR
103	0.068	2.659	ERR
104	6.347	3.279	OK
105	0.138	2.428	ERR
106	5.812	2.879	OK
107	0.139	2.244	ERR
108	0.269	2.254	OK
109	0.115	2.252	ERR
110	3.826	1.695	OK
111	0.128	1.695	ERR
112	5.540	2.238	OK
113	0.071	2.239	ERR
114	4.570	2.061	OK
115	0.185	2.066	ERR
116	4.600	1.944	OK
117	7.643	2.695	OK
118	7.305	3.398	OK
119	0.311	3.418	ERR
120	6.265	3.662	OK
121	0.114	3.660	ERR
122	9.259	4.032	OK
123	4.164	4.442	OK
124	11.319	5.116	OK
125	0.606	5.159	ERR
126	5.668	5.265	OK
127	0.167	4.518	ERR
128	0.983	3.886	OK
129	24.123	6.267	OK
130	8.052	6.445	OK
131	0.798	6.514	ERR
132	18.726	7.461	OK
133	0.697	7.114	ERR
134	9.858	6.968	OK
135	6.751	7.582	OK
136	0.016	7.017	ERR
137	9.521	7.953	OK
138	18.187	9.673	OK
139	2.590	7.520	ERR
140	0.169	6.731	ERR
141	0.137	6.665	ERR
142	1.016	4.894	ERR
143	2.032	5.028	OK
144	13.971	5.439	OK
145	0.123	4.776	ERR
146	0.018	4.776	ERR
147	1.314	3.956	OK
148	5.425	2.679	OK
149	1.383	2.559	OK
150	8.406	3.383	OK
151	0.133	3.382	ERR
152	14.503	4.731	OK
153	2.874	4.815	OK
154	2.371	3.655	OK
155	0.159	3.659	ERR
156	0.087	3.665	ERR
157	0.135	3.548	ERR
158	0.601	3.065	OK
159	0.188	2.946	ERR
160	9.119	3.017	OK
161	0.277	3.031	OK
162	0.086	1.590	ERR
163	0.763	1.379	ERR
164	10.018	2.143	OK
165	0.104	2.138	ERR
166	0.058	2.135	ERR
167	14.397	3.561	OK
168	8.413	4.342	OK
169	2.400	4.564	OK
170	0.124	3.664	ERR
171	6.042	4.241	OK
172	6.913	4.923	OK
173	11.757	6.023	OK
174	3.002	5.321	OK
175	4.159	5.727	OK
176	1.905	5.911	OK
177	2.646	4.736	OK
178	9.989	4.894	OK
179	0.021	4.656	ERR
180	0.823	4.726	ERR
181	4.536	4.575	OK
182	3.637	4.248	OK
183	21.214	5.193	OK
184	2.269	5.120	OK
185	0.159	4.720	ERR
186	5.102	5.040	OK
187	9.784	5.753	OK
188	1.215	4.876	ERR
189	11.417	6.016	OK
190	5.503	6.484	OK
191	17.564	7.786	OK
192	7.816	8.204	OK
193	0.129	6.096	ERR
194	0.098	5.879	ERR
195	0.240	5.887	OK
196	12.510	6.628	OK
197	4.821	6.131	OK
198	0.347	6.045	ERR
199	0.130	4.916	ERR
200	1.829	4.548	OK
201	0.229	2.815	OK
202	0.238	2.057	OK
203	7.027	2.747	OK
204	10.568	3.794	OK
205	11.724	4.942	OK
206	3.025	3.994	OK
207	0.019	3.514	ERR
208	18.920	5.371	OK
209	7.856	6.143	OK
210	16.583	7.619	OK
211	0.381	7.634	ERR
212	2.774	7.888	OK
213	1.636	7.349	OK
214	6.848	6.977	OK
215	3.531	6.157	OK
216	12.879	7.143	OK
217	6.606	7.801	OK
218	0.161	5.925	ERR
219	0.077	5.148	ERR
220	0.060	3.495	ERR
221	3.519	3.809	OK
222	8.912	4.423	OK
223	1.945	4.454	OK
224	0.121	3.781	ERR
225	7.092	4.137	OK
226	0.211	2.870	ERR
227	0.021	2.212	ERR
228	0.399	2.236	ERR
229	13.045	3.532	OK
230	0.098	3.536	ERR
231	0.694	3.254	OK
232	5.828	2.945	OK
233	6.302	3.381	OK
234	0.084	3.377	ERR
235	0.321	2.700	OK
236	0.889	2.768	ERR
237	18.785	4.645	OK
238	1.066	4.711	OK
239	12.800	4.687	OK
240	7.345	5.412	OK
241	0.641	5.406	ERR
242	11.374	5.961	OK
243	11.723	6.503	OK
244	1.485	6.643	ERR
245	14.278	8.039	OK
246	14.288	9.378	OK
247	0.098	7.510	ERR
248	0.872	7.490	ERR
249	0.548	6.265	ERR
250	0.081	5.539	ERR
251	5.170	5.992	OK
252	4.113	5.266	OK
253	0.482	4.141	ERR
254	0.063	3.999	ERR
255	4.056	2.977	OK
256	0.646	1.613	ERR
257	3.793	1.982	OK
258	2.236	2.119	OK
259	3.713	2.435	OK
260	7.871	3.214	OK
261	12.374	3.935	OK
262	0.442	3.568	ERR
263	2.665	3.786	ERR
264	0.037	3.783	ERR
265	18.443	5.222	OK
266	1.679	5.325	OK
267	0.035	4.950	ERR
268	3.378	5.064	OK
269	1.370	4.830	OK
270	1.938	4.236	OK
271	8.088	3.808	OK
272	15.308	5.294	OK
273	1.763	5.204	OK
274	0.020	5.202	ERR
275	1.233	3.481	OK
276	0.117	3.325	ERR
277	7.424	4.064	OK
278	16.258	5.352	OK
279	0.660	5.281	ERR
280	11.226	6.210	OK
281	8.475	6.248	OK
282	1.588	4.876	OK
283	0.054	4.706	ERR
284	0.136	4.717	ERR
285	0.138	4.608	ERR
286	0.313	4.627	OK
287	0.579	3.943	ERR
288	0.053	2.322	ERR
289	0.134	2.270	ERR
290	5.729	1.720	OK
291	0.159	0.888	ERR
292	16.444	2.374	OK
293	6.253	2.994	OK
294	8.430	3.823	OK
295	10.554	4.865	OK
296	15.081	6.342	OK
297	0.087	6.292	ERR
298	0.116	6.299	ERR
299	0.657	6.351	ERR
300	10.730	6.851	OK
301	0.556	6.891	ERR
302	0.164	5.263	ERR
303	0.552	4.693	ERR
304	0.772	3.927	OK
305	5.481	3.420	OK
306	0.165	1.928	ERR
307	10.866	3.006	OK
308	6.932	3.687	OK
309	16.647	5.286	OK
310	17.406	5.954	OK
311	3.971	6.296	OK
312	8.085	7.088	OK
313	1.064	7.139	ERR
314	0.150	7.077	ERR
315	4.380	6.967	OK
316	0.368	6.987	ERR
317	8.113	6.712	OK
318	0.156	6.034	ERR
319	5.504	4.920	OK
320	0.033	3.182	ERR
321	0.082	2.793	ERR
322	21.309	4.116	OK
323	0.458	4.055	ERR
324	0.091	4.049	ERR
325	0.030	3.614	ERR
326	0.131	3.591	ERR
327	0.015	2.781	ERR
328	5.698	3.335	OK
329	19.892	4.774	OK
330	6.223	5.393	OK
331	7.543	6.139	OK
332	15.854	5.594	OK
333	22.708	7.819	OK
334	0.108	7.820	ERR
335	0.134	7.831	ERR
336	15.590	9.377	OK
337	7.622	10.137	OK
338	0.107	9.578	ERR
339	14.310	9.020	OK
340	4.436	8.841	OK
341	0.390	8.126	OK
342	0.666	6.607	ERR
343	1.068	4.443	OK
344	0.019	4.434	ERR
345	3.716	4.792	OK
346	13.760	4.609	OK
347	0.038	3.851	ERR
348	10.247	4.865	OK
349	1.073	3.541	OK
350	0.019	3.100	ERR
351	0.150	3.076	ERR
352	7.398	3.749	OK
353	6.749	4.317	OK
354	0.297	4.345	OK
355	9.871	4.960	OK
356	0.035	3.588	ERR
357	0.131	3.597	ERR
358	0.043	2.577	ERR
359	0.119	2.481	ERR
360	21.637	4.643	OK
361	0.009	4.629	ERR
362	12.843	5.174	OK
363	0.157	4.514	ERR
364	0.102	4.495	ERR
365	0.098	3.518	ERR
366	0.582	3.572	ERR
367	3.257	3.885	OK
368	0.157	3.896	ERR
369	2.765	4.161	OK
370	0.095	2.007	ERR
371	10.088	3.014	OK
372	2.824	2.013	OK
373	17.024	3.699	OK
374	1.307	3.820	OK
375	16.690	5.479	OK
376	0.050	5.426	ERR
377	17.673	6.867	OK
378	0.103	6.862	ERR
379	14.939	8.079	OK
380	1.346	8.204	ERR
381	0.047	7.200	ERR
382	0.024	6.920	ERR
383	0.179	5.236	ERR
384	6.443	5.749	OK
385	4.896	4.570	OK
386	5.438	5.109	OK
387	15.908	4.932	OK
388	6.028	5.525	OK
389	0.042	4.035	ERR
390	0.018	3.902	ERR
391	2.101	4.108	OK
392	0.125	4.118	ERR
393	7.857	4.885	OK
394	0.788	4.320	ERR
395	11.748	5.005	OK
396	1.942	4.656	OK
397	17.012	4.766	OK
398	12.853	5.448	OK
399	0.055	5.450	ERR

---- Final results ----
400 NS requests
154 failed requests
246 success requests
18 improved requests
2028.144 ellapsed time
