#req	time (sec)	avg. time (sec)	mapping
0	0.114	0.000	ERR
1	4.336	0.000	OK
2	11.442	0.000	OK
3	15.998	0.000	OK
4	6.464	0.000	OK
5	13.344	0.000	OK
6	0.096	0.000	ERR
7	13.251	0.000	OK
8	12.938	0.000	OK
9	13.924	0.000	OK
10	0.195	9.199	ERR
11	5.216	9.287	OK
12	11.317	9.274	OK
13	11.159	8.790	OK
14	1.581	8.302	OK
15	4.814	7.449	OK
16	6.359	8.075	OK
17	6.331	7.384	OK
18	0.182	6.108	ERR
19	8.730	5.589	OK
20	8.864	6.455	OK
21	8.008	6.735	OK
22	17.723	7.375	OK
23	5.663	6.826	OK
24	3.150	6.983	OK
25	0.151	6.516	ERR
26	1.293	6.010	OK
27	14.499	6.826	OK
28	0.080	6.816	ERR
29	1.714	6.115	ERR
30	0.115	5.240	ERR
31	16.583	6.097	OK
32	3.481	4.673	OK
33	6.805	4.787	OK
34	10.518	5.524	OK
35	4.230	5.932	OK
36	8.413	6.644	OK
37	3.251	5.519	OK
38	17.478	7.259	OK
39	5.741	7.661	OK
40	10.979	8.748	OK
41	6.348	7.724	OK
42	25.341	9.910	OK
43	10.290	10.259	OK
44	0.160	9.223	ERR
45	1.944	8.995	OK
46	0.167	8.170	ERR
47	9.506	8.796	OK
48	11.886	8.236	OK
49	0.131	7.675	ERR
50	0.080	6.585	ERR
51	7.877	6.738	OK
52	8.472	5.051	OK
53	0.110	4.033	ERR
54	8.191	4.836	OK
55	0.011	4.643	ERR
56	1.182	4.745	OK
57	4.572	4.251	OK
58	11.038	4.166	OK
59	12.853	5.439	OK
60	8.229	6.253	OK
61	6.588	6.125	OK
62	11.372	6.415	OK
63	0.069	6.410	ERR
64	12.465	6.838	OK
65	3.164	7.153	OK
66	1.492	7.184	ERR
67	0.109	6.738	ERR
68	1.977	5.832	OK
69	1.604	4.707	OK
70	0.128	3.897	ERR
71	2.083	3.446	OK
72	1.355	2.445	OK
73	11.948	3.633	OK
74	8.207	3.207	OK
75	5.972	3.487	OK
76	0.590	3.397	ERR
77	0.145	3.401	ERR
78	0.228	3.226	OK
79	0.137	3.079	ERR
80	3.750	3.441	OK
81	0.060	3.239	ERR
82	0.580	3.162	ERR
83	12.138	3.181	OK
84	7.377	3.098	OK
85	11.311	3.632	OK
86	5.489	4.121	OK
87	16.813	5.788	OK
88	0.875	5.853	OK
89	1.656	6.005	ERR
90	13.726	7.002	OK
91	0.134	7.010	ERR
92	23.502	9.302	OK
93	7.424	8.831	OK
94	0.136	8.106	ERR
95	8.729	7.848	OK
96	1.248	7.424	ERR
97	6.265	6.369	OK
98	0.163	6.298	ERR
99	0.134	6.146	ERR
100	8.095	5.583	OK
101	0.122	5.582	ERR
102	0.105	3.242	ERR
103	0.065	2.506	ERR
104	6.289	3.122	OK
105	0.133	2.262	ERR
106	7.204	2.858	OK
107	0.128	2.244	ERR
108	0.249	2.253	OK
109	0.107	2.250	ERR
110	3.579	1.798	OK
111	0.541	1.840	ERR
112	4.587	2.288	OK
113	0.067	2.288	ERR
114	4.805	2.140	OK
115	0.172	2.144	ERR
116	4.197	1.843	OK
117	8.371	2.667	OK
118	6.803	3.323	OK
119	0.281	3.340	ERR
120	6.492	3.632	OK
121	0.112	3.589	ERR
122	18.663	4.996	OK
123	5.199	5.509	OK
124	10.718	6.101	OK
125	9.298	7.013	OK
126	5.261	7.120	OK
127	0.155	6.298	ERR
128	0.586	5.677	OK
129	23.708	8.019	OK
130	7.356	8.106	OK
131	0.737	8.168	ERR
132	0.765	6.378	ERR
133	0.648	5.923	ERR
134	9.087	5.760	OK
135	5.635	5.394	OK
136	0.016	4.869	ERR
137	7.966	5.651	OK
138	17.177	7.310	OK
139	2.464	5.185	ERR
140	0.161	4.466	ERR
141	0.131	4.405	ERR
142	0.927	4.421	ERR
143	1.859	4.542	OK
144	14.398	5.073	OK
145	0.119	4.522	ERR
146	0.018	4.522	ERR
147	1.269	3.852	OK
148	9.510	3.086	OK
149	1.263	2.965	OK
150	8.356	3.785	OK
151	0.127	3.785	ERR
152	16.173	5.309	OK
153	3.077	5.431	OK
154	3.065	4.298	OK
155	0.141	4.300	ERR
156	0.317	4.330	ERR
157	8.967	5.100	OK
158	0.396	4.188	OK
159	0.182	4.080	ERR
160	5.805	3.825	OK
161	0.271	3.839	OK
162	0.084	2.230	ERR
163	0.734	1.996	ERR
164	10.690	2.759	OK
165	0.099	2.754	ERR
166	0.055	2.728	ERR
167	13.103	3.142	OK
168	9.842	4.087	OK
169	1.571	4.225	OK
170	0.120	3.657	ERR
171	7.753	4.405	OK
172	6.667	5.063	OK
173	13.286	6.319	OK
174	2.537	5.503	OK
175	4.550	5.948	OK
176	0.331	5.976	OK
177	2.905	4.956	OK
178	11.501	5.122	OK
179	0.020	4.967	ERR
180	0.016	4.956	ERR
181	6.317	4.813	OK
182	3.453	4.492	OK
183	22.672	5.430	OK
184	0.275	5.204	OK
185	3.788	5.128	OK
186	4.941	5.589	OK
187	0.043	5.303	ERR
188	0.735	4.226	ERR
189	10.015	5.226	OK
190	5.901	5.814	OK
191	17.756	6.958	OK
192	22.326	8.845	OK
193	0.123	6.590	ERR
194	0.093	6.572	ERR
195	0.114	6.205	ERR
196	10.986	6.809	OK
197	3.587	7.164	OK
198	0.115	7.102	ERR
199	0.124	6.113	ERR
200	0.397	5.562	OK
201	0.219	3.808	OK
202	0.227	1.599	OK
203	5.241	2.110	OK
204	10.624	3.163	OK
205	0.009	3.153	ERR
206	5.573	2.612	OK
207	0.018	2.255	ERR
208	20.020	4.245	OK
209	7.900	5.023	OK
210	17.621	6.745	OK
211	0.392	6.762	ERR
212	2.703	7.010	OK
213	0.819	6.568	OK
214	6.329	6.138	OK
215	2.329	6.370	OK
216	12.452	7.058	OK
217	7.779	7.835	OK
218	0.750	5.908	ERR
219	0.074	5.125	ERR
220	0.058	3.369	ERR
221	2.547	3.584	OK
222	0.151	3.329	ERR
223	1.417	3.389	OK
224	0.117	2.768	ERR
225	6.850	3.220	OK
226	0.203	1.995	ERR
227	0.020	1.219	ERR
228	0.356	1.179	ERR
229	13.013	2.473	OK
230	0.095	2.477	ERR
231	0.638	2.286	OK
232	13.271	3.598	OK
233	6.140	4.070	OK
234	0.081	4.066	ERR
235	0.153	3.397	ERR
236	0.834	3.460	ERR
237	18.382	5.296	OK
238	1.059	5.367	OK
239	0.165	4.082	ERR
240	8.191	4.891	OK
241	0.233	4.851	ERR
242	0.094	3.533	ERR
243	24.363	5.356	OK
244	1.470	5.494	ERR
245	16.482	7.127	OK
246	14.855	8.529	OK
247	0.096	6.701	ERR
248	0.865	6.681	ERR
249	0.545	6.719	ERR
250	12.596	7.160	OK
251	6.001	7.737	OK
252	2.857	8.013	OK
253	14.667	7.043	OK
254	0.063	6.903	ERR
255	3.318	5.586	OK
256	0.009	4.102	ERR
257	1.655	4.258	OK
258	1.928	4.364	OK
259	4.381	4.747	OK
260	7.336	4.221	OK
261	10.993	4.721	OK
262	0.063	4.441	ERR
263	0.018	2.976	ERR
264	8.401	3.810	OK
265	7.841	4.262	OK
266	0.331	4.295	OK
267	0.085	4.138	ERR
268	2.748	4.220	OK
269	0.594	3.841	OK
270	1.919	3.299	OK
271	11.775	3.378	OK
272	14.568	4.828	OK
273	1.746	5.001	OK
274	0.020	4.163	ERR
275	1.227	3.501	OK
276	0.116	3.480	ERR
277	8.673	4.339	OK
278	16.788	5.743	OK
279	16.178	7.301	OK
280	12.787	8.388	OK
281	0.014	7.212	ERR
282	1.211	5.876	OK
283	0.048	5.706	ERR
284	0.135	5.718	ERR
285	0.136	5.609	ERR
286	0.306	5.628	OK
287	0.560	4.816	ERR
288	0.053	3.143	ERR
289	0.133	1.538	ERR
290	5.661	0.826	OK
291	0.156	0.840	ERR
292	25.111	3.230	OK
293	6.187	3.844	OK
294	17.976	5.628	OK
295	7.770	6.391	OK
296	13.538	7.714	OK
297	0.086	7.667	ERR
298	0.115	7.673	ERR
299	6.477	8.308	OK
300	4.626	8.204	OK
301	0.015	8.190	ERR
302	0.164	5.695	ERR
303	8.917	5.968	OK
304	0.767	4.248	OK
305	4.927	3.963	OK
306	0.163	2.626	ERR
307	0.102	2.627	ERR
308	11.979	3.814	OK
309	13.944	4.561	OK
310	16.663	5.764	OK
311	0.947	5.857	OK
312	9.499	6.791	OK
313	1.052	6.004	ERR
314	0.154	5.943	ERR
315	5.509	6.001	OK
316	0.965	6.082	ERR
317	15.735	7.645	OK
318	0.154	6.462	ERR
319	5.855	5.653	OK
