#req	time (sec)	avg. time (sec)	mapping
0	0.140	0.000	ERR
1	3.913	0.000	OK
2	8.988	0.000	OK
3	18.009	0.000	OK
4	8.339	0.000	OK
5	7.857	0.000	OK
6	0.103	0.000	ERR
7	13.664	0.000	OK
8	16.290	0.000	OK
9	12.872	0.000	OK
10	0.243	9.028	ERR
11	4.131	9.050	OK
12	11.831	9.334	OK
13	10.807	8.614	OK
14	1.999	7.980	OK
15	4.778	7.672	OK
16	7.585	8.420	OK
17	4.444	7.498	OK
18	0.227	5.892	ERR
19	8.220	5.426	OK
20	9.040	6.306	OK
21	5.545	6.447	OK
22	11.231	6.387	OK
23	4.444	5.751	OK
24	2.847	5.836	OK
25	0.189	5.377	ERR
26	2.351	4.854	OK
27	16.783	6.088	OK
28	0.088	6.074	ERR
29	1.559	5.408	OK
30	0.140	4.518	ERR
31	7.757	4.739	OK
32	4.280	4.044	OK
33	7.697	4.369	OK
34	5.338	4.618	OK
35	2.137	4.813	OK
36	8.567	5.434	OK
37	1.957	3.952	OK
38	19.128	5.856	OK
39	6.197	6.320	OK
40	10.804	7.386	OK
41	4.712	7.082	OK
42	12.548	7.908	OK
43	8.256	7.964	OK
44	0.164	7.447	ERR
45	2.718	7.505	OK
46	0.197	6.668	ERR
47	7.379	7.210	OK
48	10.028	6.300	OK
49	0.149	5.695	ERR
50	0.089	4.624	ERR
51	5.900	4.743	OK
52	12.046	4.693	OK
53	0.129	3.880	ERR
54	5.401	4.404	OK
55	0.012	4.133	ERR
56	3.443	4.458	OK
57	5.545	4.274	OK
58	6.863	3.958	OK
59	8.180	4.761	OK
60	7.720	5.524	OK
61	8.195	5.753	OK
62	11.332	5.682	OK
63	0.079	5.677	ERR
64	10.788	6.216	OK
65	3.569	6.571	OK
66	1.561	6.383	ERR
67	0.119	5.840	ERR
68	10.354	6.190	OK
69	2.788	5.650	OK
70	0.168	4.895	ERR
71	1.761	4.252	OK
72	1.804	3.299	OK
73	13.816	4.673	OK
