#req	time (sec)	avg. time (sec)	mapping
0	0.074	0.000	ERR
1	4.230	0.000	OK
2	5.223	0.000	OK
3	5.342	0.000	OK
4	3.457	0.000	OK
5	5.837	0.000	OK
6	0.101	0.000	ERR
7	6.889	0.000	OK
8	1.829	0.000	OK
9	4.810	0.000	OK
10	0.147	3.786	ERR
11	4.424	3.806	OK
12	7.081	3.992	OK
13	5.618	4.019	OK
14	4.298	4.103	OK
15	4.938	4.014	OK
16	3.827	4.386	OK
17	0.696	3.767	OK
18	0.133	3.597	ERR
19	2.435	3.360	OK
20	6.356	3.981	OK
21	2.261	3.764	OK
22	6.061	3.662	OK
23	4.445	3.545	OK
24	1.643	3.280	OK
25	0.138	2.800	ERR
26	4.852	2.902	OK
27	6.839	3.516	OK
28	0.080	3.511	ERR
29	0.900	3.358	ERR
30	0.092	2.731	ERR
31	10.748	3.580	OK
32	2.624	3.236	OK
33	3.360	3.128	OK
34	3.770	3.340	OK
35	4.889	3.815	OK
36	5.616	3.892	OK
37	2.257	3.434	OK
38	7.313	4.157	OK
39	2.112	4.278	OK
40	4.961	4.765	OK
41	3.743	4.065	OK
42	7.440	4.546	OK
43	4.582	4.668	OK
44	2.885	4.580	OK
45	4.383	4.529	OK
46	0.137	3.981	ERR
47	6.372	4.393	OK
48	0.010	3.662	ERR
49	0.106	3.462	ERR
50	0.085	2.974	ERR
51	3.471	2.947	OK
52	4.171	2.620	OK
53	0.094	2.171	ERR
54	4.830	2.366	OK
55	0.188	1.946	ERR
56	5.855	2.518	OK
57	1.845	2.065	OK
58	3.005	2.365	OK
59	1.070	2.461	OK
60	4.917	2.945	OK
61	3.715	2.969	OK
62	4.943	3.046	OK
63	0.071	3.044	ERR
64	8.128	3.374	OK
65	5.130	3.868	OK
66	0.639	3.346	ERR
67	0.112	3.173	ERR
68	0.346	2.907	OK
69	6.945	3.495	OK
70	0.113	3.014	ERR
71	0.907	2.734	OK
72	0.377	2.277	OK
73	6.927	2.962	OK
74	0.568	2.206	OK
75	0.033	1.697	ERR
76	0.809	1.714	ERR
77	0.125	1.715	ERR
78	0.240	1.704	OK
79	0.100	1.020	ERR
80	4.224	1.431	OK
81	0.065	1.347	ERR
82	1.689	1.478	OK
83	2.584	1.044	OK
84	3.012	1.288	OK
85	2.405	1.525	OK
86	2.413	1.686	OK
87	5.935	2.267	OK
88	1.414	2.384	OK
89	0.704	2.444	ERR
90	4.103	2.432	OK
91	0.113	2.437	ERR
92	13.516	3.620	OK
93	4.529	3.814	OK
94	0.114	3.525	ERR
95	5.127	3.797	OK
96	7.012	4.257	OK
97	6.721	4.335	OK
