#req	time (sec)	avg. time (sec)	mapping
0	0.148	0.000	ERR
1	0.933	0.000	OK
2	3.250	0.000	OK
3	5.453	0.000	OK
4	3.157	0.000	OK
5	3.544	0.000	OK
6	0.100	0.000	ERR
7	4.798	0.000	OK
8	7.086	0.000	OK
9	4.250	0.000	OK
10	0.250	3.282	ERR
11	1.269	3.316	OK
12	3.628	3.353	OK
13	1.403	2.948	OK
14	0.540	2.687	OK
15	1.339	2.466	OK
16	2.929	2.749	OK
17	0.883	2.358	OK
18	0.238	1.673	ERR
19	3.768	1.625	OK
20	1.824	1.782	OK
21	1.578	1.813	OK
22	2.760	1.726	OK
23	1.489	1.735	OK
24	2.567	1.938	OK
25	0.194	1.823	ERR
26	0.726	1.603	OK
27	7.357	2.250	OK
28	0.093	2.236	ERR
29	1.216	1.980	OK
30	0.148	1.813	ERR
31	4.182	2.073	OK
32	1.557	1.953	OK
33	3.517	2.156	OK
34	2.823	2.181	OK
35	0.869	2.249	OK
36	3.344	2.510	OK
37	0.699	1.845	OK
38	7.197	2.555	OK
39	2.478	2.681	OK
40	3.732	3.040	OK
41	1.653	2.787	OK
42	4.818	3.113	OK
43	2.406	3.002	OK
44	0.174	2.737	ERR
45	1.098	2.760	OK
46	0.208	2.446	ERR
47	2.112	2.588	OK
48	4.006	2.268	OK
49	0.159	2.037	ERR
50	0.096	1.673	ERR
51	2.086	1.716	OK
52	0.868	1.321	OK
53	0.137	1.094	ERR
54	2.051	1.282	OK
55	0.010	1.173	ERR
56	1.286	1.281	OK
57	1.248	1.194	OK
58	2.241	1.018	OK
59	1.961	1.198	OK
60	4.944	1.683	OK
61	4.840	1.958	OK
62	3.402	2.212	OK
63	0.081	2.206	ERR
64	3.513	2.353	OK
65	0.801	2.432	OK
66	1.582	2.461	OK
67	0.123	2.349	ERR
68	0.641	2.189	ERR
69	1.032	2.096	OK
70	0.160	1.617	ERR
71	0.567	1.190	OK
72	0.312	0.881	OK
73	7.034	1.576	OK
74	4.490	1.674	OK
75	3.934	1.988	OK
76	0.170	1.846	ERR
77	0.172	1.851	ERR
78	0.250	1.812	OK
79	0.186	1.728	ERR
80	0.782	1.790	OK
81	0.064	1.739	ERR
82	3.037	2.012	OK
83	4.591	1.768	OK
84	4.776	1.796	OK
85	5.303	1.933	OK
86	0.779	1.994	OK
87	3.891	2.366	OK
88	3.980	2.739	OK
89	1.237	2.844	ERR
90	0.998	2.866	OK
91	0.207	2.880	ERR
92	5.639	3.140	OK
93	3.943	3.075	OK
94	0.163	2.614	ERR
95	3.538	2.438	OK
96	1.175	2.477	OK
97	1.807	2.269	OK
98	0.214	1.892	ERR
99	0.180	1.786	ERR
100	0.828	1.769	OK
101	0.123	1.761	ERR
102	0.112	1.208	ERR
103	0.076	0.822	ERR
104	1.933	0.999	OK
105	0.157	0.660	ERR
106	0.372	0.580	OK
107	0.138	0.413	ERR
108	0.257	0.418	OK
109	0.130	0.413	ERR
110	0.941	0.424	OK
111	0.106	0.422	ERR
112	1.616	0.573	OK
113	4.906	1.056	OK
114	1.015	0.964	OK
115	0.223	0.971	ERR
116	1.034	1.037	OK
117	2.864	1.309	OK
118	0.793	1.363	OK
119	0.357	1.386	ERR
120	1.949	1.486	OK
121	0.121	1.488	ERR
122	3.899	1.716	OK
123	2.670	1.493	OK
124	6.707	2.062	OK
125	0.708	2.110	OK
126	1.374	2.144	OK
127	0.181	1.876	ERR
128	0.760	1.873	OK
129	7.972	2.634	OK
130	0.702	2.509	OK
131	0.731	2.570	ERR
132	4.422	2.623	OK
133	0.417	2.397	ERR
134	1.397	1.867	OK
135	3.716	2.167	OK
136	5.721	2.602	OK
137	1.728	2.757	OK
138	4.153	3.096	OK
139	0.554	2.354	ERR
140	0.200	2.304	ERR
141	0.157	2.246	ERR
142	0.966	1.901	ERR
143	1.165	1.976	OK
144	4.622	2.298	OK
145	0.146	1.941	ERR
146	0.018	1.371	ERR
147	1.069	1.305	OK
148	0.742	0.964	OK
149	1.272	1.036	OK
150	2.991	1.315	OK
151	0.165	1.316	ERR
152	7.846	2.004	OK
153	1.374	2.024	OK
154	0.610	1.623	OK
155	0.187	1.627	ERR
156	0.560	1.682	ERR
157	2.687	1.843	OK
158	0.454	1.814	OK
159	0.261	1.713	ERR
160	2.753	1.690	OK
161	0.289	1.702	OK
162	0.126	0.930	ERR
163	0.759	0.868	ERR
164	3.403	1.148	OK
165	0.111	1.140	ERR
166	0.066	1.091	ERR
167	0.543	0.876	ERR
168	4.272	1.258	OK
169	0.485	1.281	OK
170	0.145	1.020	ERR
171	1.095	1.100	OK
172	0.940	1.182	OK
173	3.024	1.408	OK
174	1.355	1.204	OK
175	5.026	1.695	OK
176	0.382	1.727	OK
177	0.756	1.748	OK
178	2.630	1.584	OK
179	0.021	1.537	ERR
180	0.016	1.524	ERR
181	0.686	1.484	OK
182	0.900	1.480	OK
183	6.527	1.830	OK
184	0.360	1.730	OK
185	1.415	1.369	OK
186	2.448	1.576	OK
187	0.046	1.505	ERR
188	0.608	1.303	ERR
189	4.931	1.794	OK
190	1.724	1.964	OK
191	5.386	2.434	OK
192	5.380	2.882	OK
193	0.134	2.243	ERR
194	1.614	2.368	OK
195	0.126	2.240	ERR
196	5.383	2.533	OK
