#req	time (sec)	avg. time (sec)	mapping
0	0.122	0.000	ERR
1	2.709	0.000	OK
2	13.058	0.000	OK
3	17.732	0.000	OK
4	7.154	0.000	OK
5	12.311	0.000	OK
6	0.098	0.000	ERR
7	12.955	0.000	OK
8	13.266	0.000	OK
9	13.638	0.000	OK
10	0.201	9.312	ERR
11	4.238	9.465	OK
12	10.981	9.257	OK
13	8.934	8.377	OK
14	1.568	7.819	OK
15	4.591	7.047	OK
16	6.534	7.690	OK
17	6.615	7.056	OK
18	0.188	5.749	ERR
19	8.959	5.281	OK
20	8.764	6.137	OK
21	6.248	6.338	OK
22	15.047	6.745	OK
23	5.934	6.445	OK
24	3.043	6.592	OK
25	0.160	6.149	ERR
26	1.364	5.632	OK
27	15.126	6.483	OK
28	0.082	6.473	ERR
29	1.746	5.752	ERR
30	0.118	4.887	ERR
31	13.822	5.644	OK
32	3.575	4.497	OK
33	6.983	4.602	OK
34	7.595	5.057	OK
35	1.549	5.196	OK
36	7.260	5.786	OK
37	1.431	4.416	OK
38	16.685	6.076	OK
39	5.561	6.458	OK
40	11.287	7.575	OK
41	5.319	6.725	OK
42	25.209	8.888	OK
43	6.840	8.874	OK
44	0.151	8.129	ERR
45	1.962	8.171	OK
46	0.172	7.462	ERR
47	9.503	8.269	OK
48	13.991	8.000	OK
49	0.137	7.457	ERR
50	0.085	6.337	ERR
51	5.772	6.382	OK
52	4.876	4.349	OK
53	0.117	3.677	ERR
54	6.845	4.346	OK
55	0.012	4.151	ERR
56	1.465	4.280	OK
57	4.561	3.786	OK
58	9.919	3.379	OK
59	14.235	4.789	OK
60	7.309	5.511	OK
61	6.691	5.603	OK
62	9.056	6.021	OK
63	0.076	6.017	ERR
64	12.253	6.558	OK
65	3.370	6.893	OK
66	1.569	6.904	ERR
67	0.115	6.459	ERR
68	9.021	6.370	OK
69	1.183	5.064	OK
70	0.136	4.347	ERR
71	1.885	3.866	OK
72	1.249	3.086	OK
73	15.409	4.619	OK
74	7.904	4.184	OK
75	10.000	4.847	OK
76	0.018	4.692	ERR
77	0.157	4.696	ERR
78	1.146	3.909	OK
79	0.145	3.805	ERR
80	4.241	4.215	OK
81	0.064	4.033	ERR
82	0.238	3.932	ERR
83	11.416	3.533	OK
84	8.139	3.557	OK
85	10.817	3.638	OK
86	4.247	4.061	OK
87	15.225	5.568	OK
88	7.420	6.195	OK
89	1.752	6.356	ERR
90	3.624	6.294	OK
91	0.141	6.302	ERR
92	1.355	6.414	ERR
93	8.054	6.077	OK
94	0.143	5.278	ERR
95	8.612	5.057	OK
96	1.316	4.764	ERR
97	6.657	3.907	OK
98	0.178	3.183	ERR
99	0.144	3.022	ERR
100	4.935	3.153	OK
101	0.130	3.152	ERR
102	0.113	3.028	ERR
103	0.069	2.230	ERR
104	5.461	2.761	OK
105	0.140	1.914	ERR
106	0.114	1.794	ERR
107	0.136	1.142	ERR
108	0.265	1.151	OK
109	0.113	1.148	ERR
110	3.310	0.985	OK
111	0.094	0.982	ERR
112	5.660	1.536	OK
113	9.594	2.489	OK
114	1.628	2.105	OK
115	0.180	2.110	ERR
116	4.444	2.543	OK
117	7.462	3.275	OK
118	5.916	3.840	OK
119	0.010	3.830	ERR
120	5.966	4.095	OK
121	0.110	4.097	ERR
122	14.392	4.970	OK
123	4.948	4.506	OK
124	11.565	5.499	OK
125	3.935	5.875	OK
126	5.629	5.993	OK
127	0.110	5.258	ERR
128	1.290	4.795	OK
129	23.327	7.127	OK
130	7.689	7.300	OK
131	0.777	7.366	ERR
132	17.066	7.634	OK
133	0.687	7.207	ERR
134	10.529	7.104	OK
135	6.266	7.337	OK
136	21.070	8.881	OK
137	9.444	9.814	OK
138	18.468	11.532	OK
139	2.423	9.442	ERR
140	0.171	8.690	ERR
141	0.139	8.626	ERR
142	0.981	7.018	ERR
143	1.708	7.120	OK
144	14.317	7.499	OK
145	0.125	6.885	ERR
146	0.019	4.779	ERR
147	1.355	3.971	OK
148	4.771	2.601	OK
149	1.501	2.509	OK
150	8.317	3.323	OK
151	0.134	3.323	ERR
152	15.500	4.775	OK
153	2.627	4.867	OK
154	1.125	3.547	OK
155	0.090	3.544	ERR
156	0.088	3.551	ERR
157	0.136	3.429	ERR
158	1.598	3.112	OK
159	0.194	2.981	ERR
160	1.218	2.271	OK
161	0.284	2.286	OK
162	0.087	0.745	ERR
163	0.768	0.559	ERR
164	11.048	1.551	OK
165	0.105	1.553	ERR
166	0.058	1.550	ERR
167	0.561	1.592	ERR
168	8.358	2.268	OK
169	3.617	2.610	OK
170	0.127	2.501	ERR
171	3.899	2.863	OK
172	5.753	3.429	OK
173	11.863	4.539	OK
174	3.934	3.828	OK
175	8.243	4.641	OK
176	1.960	4.832	OK
177	2.694	5.045	OK
178	8.019	5.011	OK
179	0.022	4.651	ERR
180	0.826	4.721	ERR
181	2.321	4.564	OK
182	3.636	4.352	OK
183	21.719	5.337	OK
184	3.212	5.265	OK
185	7.953	5.236	OK
186	4.697	5.510	OK
187	0.046	5.245	ERR
188	0.034	4.446	ERR
189	9.660	5.410	OK
190	4.980	5.826	OK
191	14.911	7.085	OK
192	2.213	6.942	OK
193	0.130	4.784	ERR
194	2.613	4.724	OK
195	0.110	3.939	ERR
196	11.468	4.616	OK
197	3.401	4.952	OK
198	0.069	4.956	ERR
199	0.132	4.003	ERR
200	2.914	3.796	OK
201	0.240	2.329	OK
202	0.246	2.132	OK
203	6.954	2.815	OK
204	10.812	3.635	OK
205	0.010	3.625	ERR
206	3.324	2.810	OK
207	0.019	2.472	ERR
208	17.809	4.246	OK
209	6.708	4.904	OK
210	16.336	6.246	OK
211	0.414	6.263	ERR
212	2.876	6.526	OK
213	1.674	5.998	OK
214	8.976	5.815	OK
215	5.824	6.396	OK
216	13.239	7.387	OK
217	6.113	7.997	OK
218	0.165	6.232	ERR
219	0.079	5.570	ERR
220	0.061	3.942	ERR
221	3.069	4.208	OK
222	0.064	3.926	ERR
223	2.374	3.996	OK
224	0.124	3.111	ERR
225	5.103	3.039	OK
226	0.222	1.738	ERR
227	0.022	1.128	ERR
228	0.419	1.154	ERR
229	13.485	2.494	OK
230	0.104	2.499	ERR
231	0.709	2.263	OK
232	10.548	3.311	OK
233	6.553	3.729	OK
