#req	time (sec)	avg. time (sec)	mapping
0	0.117	0.000	ERR
1	1.458	0.000	OK
2	12.178	0.000	OK
3	17.883	0.000	OK
4	7.862	0.000	OK
5	10.901	0.000	OK
6	0.097	0.000	ERR
7	12.228	0.000	OK
8	13.068	0.000	OK
9	13.426	0.000	OK
10	0.201	8.930	ERR
11	3.674	9.152	OK
12	10.628	8.997	OK
13	9.274	8.136	OK
14	1.592	7.509	OK
15	4.614	6.880	OK
16	5.997	7.470	OK
17	1.272	6.375	OK
18	0.187	5.086	ERR
19	10.028	4.747	OK
20	7.185	5.445	OK
21	5.877	5.665	OK
22	13.520	5.955	OK
23	4.712	5.498	OK
24	2.678	5.607	OK
25	0.156	5.161	ERR
26	0.728	4.634	OK
27	14.871	5.994	OK
28	0.082	5.984	ERR
29	1.751	5.156	ERR
30	0.118	4.449	ERR
31	15.413	5.403	OK
32	2.779	4.329	OK
33	6.994	4.557	OK
34	7.376	5.027	OK
35	1.407	5.152	OK
36	9.553	6.035	OK
37	1.422	4.690	OK
38	14.110	6.093	OK
39	7.188	6.636	OK
40	10.934	7.718	OK
41	5.333	6.710	OK
42	23.718	8.804	OK
43	5.326	8.637	OK
44	0.152	7.914	ERR
45	1.963	7.970	OK
46	0.173	7.032	ERR
47	8.386	7.728	OK
48	16.072	7.925	OK
49	0.137	7.219	ERR
50	0.085	6.134	ERR
51	5.074	6.109	OK
52	4.911	4.228	OK
53	0.116	3.707	ERR
54	4.265	4.118	OK
55	0.012	3.923	ERR
56	1.587	4.064	OK
57	4.579	3.684	OK
58	7.707	2.847	OK
59	6.563	3.490	OK
60	7.311	4.213	OK
61	6.152	4.320	OK
62	7.606	4.590	OK
63	0.073	4.585	ERR
64	11.939	5.353	OK
65	3.206	5.672	OK
66	1.567	5.670	ERR
67	0.115	5.224	ERR
68	12.410	5.694	OK
69	1.158	5.154	OK
70	0.135	4.436	ERR
71	2.146	4.035	OK
72	1.193	3.394	OK
73	27.927	6.180	OK
74	6.797	5.665	OK
75	9.922	6.337	OK
76	0.018	6.182	ERR
77	0.153	6.186	ERR
78	1.357	5.081	OK
79	0.150	4.980	ERR
80	0.952	5.061	OK
81	0.066	4.853	ERR
82	0.055	4.740	ERR
83	10.924	3.039	OK
84	7.113	3.071	OK
85	10.420	3.121	OK
86	3.743	3.493	OK
87	14.393	4.917	OK
88	8.525	5.634	OK
89	1.740	5.793	ERR
90	4.429	6.141	OK
91	0.141	6.148	ERR
92	23.796	8.522	OK
93	8.495	8.279	OK
