#req	time (sec)	avg. time (sec)	mapping
0	0.072	0.000	ERR
1	2.649	0.000	OK
2	5.000	0.000	OK
3	8.955	0.000	OK
4	4.318	0.000	OK
5	5.298	0.000	OK
6	0.099	0.000	ERR
7	7.234	0.000	OK
8	1.369	0.000	OK
9	4.755	0.000	OK
10	0.152	3.983	ERR
11	2.409	3.959	OK
12	6.970	4.156	OK
13	6.596	3.920	OK
14	5.076	3.996	OK
15	4.262	3.892	OK
16	4.664	4.349	OK
17	0.787	3.704	OK
18	0.138	3.581	ERR
19	1.938	3.299	OK
20	5.805	3.864	OK
21	1.926	3.816	OK
22	5.631	3.682	OK
23	5.129	3.536	OK
24	1.642	3.192	OK
25	0.142	2.780	ERR
26	4.484	2.762	OK
27	7.743	3.458	OK
28	0.081	3.452	ERR
29	0.895	3.348	ERR
30	0.092	2.776	ERR
31	10.772	3.661	OK
32	2.619	3.360	OK
33	3.823	3.229	OK
34	2.355	3.301	OK
35	2.392	3.526	OK
36	7.002	3.777	OK
37	3.633	3.366	OK
38	6.229	3.981	OK
39	2.789	4.171	OK
40	4.324	4.594	OK
41	3.521	3.869	OK
42	7.572	4.364	OK
43	2.811	4.263	OK
44	3.465	4.374	OK
45	5.612	4.696	OK
46	0.132	4.009	ERR
47	6.114	4.257	OK
48	0.010	3.635	ERR
49	0.105	3.367	ERR
50	0.085	2.943	ERR
51	4.871	3.078	OK
52	5.192	2.840	OK
53	0.094	2.568	ERR
54	5.548	2.776	OK
55	0.188	2.234	ERR
56	8.018	3.022	OK
57	2.720	2.683	OK
58	3.358	3.018	OK
59	3.063	3.314	OK
60	4.806	3.786	OK
61	3.642	3.663	OK
62	4.963	3.640	OK
63	0.071	3.638	ERR
64	7.298	3.813	OK
65	6.178	4.412	OK
66	0.629	3.673	ERR
67	0.112	3.412	ERR
68	0.436	3.120	OK
69	7.590	3.573	OK
70	0.113	3.103	ERR
71	1.576	2.897	OK
72	3.257	2.726	OK
73	0.144	2.733	ERR
74	1.235	2.127	OK
75	3.918	1.901	OK
76	0.820	1.920	ERR
77	0.129	1.922	ERR
78	1.141	1.992	OK
79	0.103	1.244	ERR
