big,small,arrival_time,cpu,mem,disk,lifetime,profit
0,1,0.9496490294568273,2,3,20,2.3367091192992175,3.792131363513459
0,1,0.9832141629638347,1,2,20,3.9384429503555984,3.803584570319776
0,1,1.0748713515167285,1,1,20,2.8365902387908135,4.631863793756299
0,1,1.2995037410738148,2,1,20,1.7872155363395041,3.2181853230538957
0,1,1.4132646392184238,1,3,20,3.8918877081103815,4.451933397062609
0,1,1.5444882283638377,1,3,22,3.3878799774956208,4.636265693987744
0,1,1.5865066883564902,1,1,21,1.2991381824536177,3.364891369333207
0,1,1.6547141177343418,2,3,22,1.6770703229149946,3.448514616628663
0,1,1.9617433293687119,2,2,21,1.364225015228163,4.9560758728147745
0,1,1.9984700734648753,1,3,20,3.7877931051121045,3.3968534581442356
0,1,2.498152751478414,3,2,17,3.578299659619182,4.2764771631320455
0,1,2.741948076874094,3,2,21,2.0746558324037476,4.067041436709781
0,1,2.825676055258425,1,2,21,2.400268301122814,3.4111590430180634
0,1,2.994590759918956,1,1,22,2.6254592296078263,3.56393732055293
0,1,3.03062537869979,2,2,22,1.6483449046773377,4.182936115408065
0,1,3.095358367722068,2,3,20,1.9028657606101396,3.1340000958216305
0,1,3.1925834670987703,1,3,21,3.2164653407741506,4.933239925471477
0,1,3.2253889465043666,1,1,20,2.6383527067251626,4.83117139503819
0,1,3.524830475428738,1,1,20,3.3904355060947955,3.9068987398734034
0,1,4.0710209142263745,3,3,21,1.7079081050965503,3.3735911045040714
0,1,4.431110320571623,2,4,22,3.358730094668507,3.408720387724264
0,1,4.791173368738435,1,2,20,2.1494870468640785,3.14803814250533
0,1,4.933956273377784,2,2,21,2.0758492236087256,3.1560840731776985
0,1,5.172516691587194,1,1,21,3.550441653771203,4.979368435715429
0,1,5.973777477890777,2,2,21,1.1305474532350124,3.9388783307330018
0,1,6.194253311274625,3,3,21,1.2287247354024915,3.318104550989879
0,1,6.488135901401464,2,2,22,3.0722259811235153,4.329330511320979
0,1,7.517169370617436,1,2,20,2.877269839177556,4.787275039621952
0,1,7.5434088520079685,2,2,20,3.178999358309947,4.397768291843053
0,1,7.752138175916235,1,3,22,2.489208379952965,4.905687404770992
0,1,8.001392113259627,2,2,21,1.8273274386992586,4.028823529653524
0,1,8.259071383407917,1,1,19,1.6116886104030255,4.751271905472814
0,1,8.324750166069693,1,2,21,3.4158369120502523,3.780487198797389
0,1,8.586499145204883,1,3,20,3.9889270995221913,4.465102130540724
0,1,8.85831897192985,1,2,21,2.0427431781640317,3.3273991921413697
0,1,9.099825657656261,1,2,21,2.9863481940978334,4.67856890668292
0,1,9.22311249939747,2,3,22,2.406663213549632,3.342579242728177
0,1,9.427974122975156,1,3,20,3.275153153305819,3.120067732577822
0,1,9.990227694931821,2,2,20,1.8756374312852797,4.994268803378947
0,1,10.498833343153658,2,4,22,1.3773575221730674,3.162488416646413
0,1,10.763854340094323,2,4,21,2.9889138794174106,4.881469013081801
0,1,10.948488588962256,4,4,20,2.6578977094647014,4.386814664481975
0,1,11.185368363761425,1,3,21,1.7134330320908413,4.933502699713888
0,1,11.62772349620354,2,3,21,3.9019399661130763,3.412468307669897
0,1,12.218742868160696,2,3,22,1.8552233172788544,3.3446516922656664
0,1,12.403107175797349,2,5,21,3.8425166381381466,3.4760151616955532
0,1,12.564949521746248,2,3,20,2.8887438742692204,4.687241524990928
0,1,12.75124125753672,2,2,20,2.703148110614128,4.364411957717213
0,1,12.754280033990756,2,4,20,2.223809324155564,4.607509064452854
0,1,12.806750792455265,1,3,20,1.20504890110017,3.4843286450631243
0,1,12.929453543214638,2,2,20,2.6884188483411817,4.242120223135486
0,1,13.48339197320964,2,3,21,1.3503023197266695,4.816736052774331
0,1,13.611786269382604,1,2,20,3.323181168888124,4.251560672200554
0,1,13.971337843428355,2,4,20,3.763147287369221,4.214796775056005
0,1,14.149106652493913,2,4,21,1.6388396787020492,4.961723217700998
0,1,14.185053734060526,1,2,20,2.3519731654958234,3.7983212250698464
0,1,14.209723237699144,3,1,21,2.9708324348913657,3.8044233791250512
0,1,14.230113448548327,2,3,21,1.7551080700524937,4.287012935276415
0,1,15.318919728330059,2,3,21,2.41569099965807,4.380400213113252
0,1,16.96479681313528,3,3,19,2.902735289400834,4.689764647342556
0,1,17.187951962192994,2,2,20,3.0808449474307595,4.992427859551297
0,1,18.229312034133848,2,3,22,3.189375451415888,3.053143097604762
0,1,18.251151247644394,3,3,19,3.1904513125600817,4.449511852816868
0,1,18.860560645824755,1,2,21,1.7959328028846815,3.2976532841375112
0,1,19.340478342537402,1,3,20,1.5310289844095961,4.993446003762587
0,1,19.363945703521356,2,2,20,3.250562692771692,4.323329231943555
0,1,19.45336445859442,1,2,19,1.9624161726797247,4.505593979049965
0,1,19.486492217676478,1,1,21,1.716354818003437,3.9707364673438623
0,1,19.508460942054736,2,4,20,2.3863675777363933,3.969392268255816
0,1,19.919823906752974,2,2,20,2.0792488746569195,3.4442771241699504
0,1,20.87241667598679,1,4,21,1.5844142389662477,3.1317103533133226
0,1,20.929758200830854,1,5,20,2.1429652272995474,3.277242621279007
0,1,21.01224400128788,2,3,21,1.333719585354472,4.581166798931898
0,1,21.014030144995793,2,3,22,3.6052616767001187,4.415030413160814
0,1,21.22609330663065,3,2,22,2.248700855085346,3.086017437432563
0,1,21.236482531608438,1,2,19,3.943264935721624,4.670802819495345
0,1,21.405582790948788,3,3,18,2.4841573283829943,4.507665752267904
0,1,21.411739214197826,2,3,20,2.4072704947939574,3.0350036119651107
0,1,23.540833496128677,1,1,20,2.7463719430154674,4.366887646301667
0,1,23.844261860273345,1,4,21,3.5572199526924946,4.882023251368681
0,1,24.007008041167193,2,1,23,3.0199233454743593,3.225704861750744
0,1,24.19429915572624,1,1,19,3.0048779560617964,4.068807076118196
0,1,25.748732613801817,2,1,22,3.0214958767598925,4.000200707024848
0,1,25.78083895209659,2,2,22,1.3549529479616491,3.185095527636554
0,1,25.79162899415915,4,2,20,1.781576510035404,3.158116149305589
0,1,25.81863024879013,1,3,22,3.480721139852591,4.4789587578467405
0,1,26.147056691914887,1,4,20,3.02915556535612,4.463078351466569
0,1,26.166739242503752,1,2,19,3.8261954314925433,4.223272750200769
0,1,26.236630574573578,3,1,22,3.640091092317656,4.640972480160409
0,1,26.818901670521548,1,2,20,2.8540680051888283,4.655588683317535
0,1,26.984088472441133,1,3,22,2.197235830173283,4.943382883610915
0,1,27.081639723336306,3,3,21,2.509072609452978,3.699238568557597
0,1,27.151001254662557,1,2,22,3.1082300006346113,3.5242124175604688
0,1,27.623834450210406,3,3,20,1.6430679693155361,4.652512371932393
0,1,28.203574448255257,2,2,21,3.389493575697437,3.5514515286009107
0,1,28.250997421152253,1,1,21,2.3495058494199137,3.8664499066660962
0,1,28.25434975231061,1,4,21,2.1810338115013614,3.5726619190068005
0,1,28.386652379914196,2,4,20,1.6885101352049474,3.760464958524608
0,1,28.402602949357277,1,2,21,1.9722180552856785,3.87801658944975
0,1,28.5003211558246,2,2,20,3.8587983270171753,4.192325320694617
0,1,28.684624790838782,2,4,20,2.849532133970759,3.940963518240369
0,1,29.105103513216008,1,1,21,2.5959604538287104,4.780788852108866
0,1,29.549130033041077,3,2,22,2.6397632044778643,3.889903286250906
0,1,30.53907337028122,2,2,19,1.5564033371818755,4.650061418825501
0,1,31.603526640905805,3,1,20,3.6269674167077826,4.523179955458963
0,1,31.648317385169175,2,3,21,3.9913615717037496,4.943687371770655
0,1,31.771970294653748,1,2,20,3.0124393621782772,3.26110339523488
0,1,32.49373145064195,1,3,19,1.9940331669963425,3.253559330474846
0,1,32.59794296788627,4,1,22,3.538437136842174,3.637733718939914
0,1,32.880345787615724,2,4,20,2.8116550262080815,4.716219706717022
0,1,33.11778752704876,1,2,21,2.7738903233912717,3.8741845318958195
0,1,33.32115031846247,2,4,20,2.724938599651141,4.181126076312922
0,1,33.40461657923554,2,2,23,2.280895118370538,3.335017439406543
0,1,33.629278432785256,2,2,21,1.6676615602089653,4.0346073702777385
0,1,33.6908433152423,1,4,21,1.7881610771650933,3.7466097183151206
0,1,34.00076988579368,1,5,21,1.7936298221003906,3.1914285536925817
0,1,34.798880174873744,1,3,20,1.7212185604640307,4.36028543555001
0,1,35.4801433583569,2,4,21,2.331058299417661,3.407874893319315
0,1,35.58059570938281,2,2,21,3.23113202660163,3.06727444465648
0,1,36.95569540710583,1,3,20,3.1507302754057696,4.78366299266745
0,1,37.09363564263897,1,3,21,1.9318171831863462,4.410777955696849
0,1,37.681541148086794,3,2,20,3.201146392036766,3.815841356049762
0,1,38.323095683432534,3,2,21,1.1093118621994247,4.99698732526151
0,1,38.34697286299856,1,2,20,1.602550548528645,3.024541415712272
0,1,38.78596107987671,1,4,21,2.172754173838852,3.4422328842203673
0,1,39.670796225204455,3,3,20,2.7754368044823194,3.8505869726060213
0,1,39.71001907364133,1,3,21,1.844813961203823,3.849983989190334
0,1,41.06708539904388,2,3,21,1.5656123735971224,4.646960452858608
0,1,42.001943688562655,1,3,21,2.309537275559691,4.2131858076509605
0,1,42.16527638218496,2,3,22,2.614993165563626,4.917638729936078
0,1,42.224812768811525,1,3,23,3.5132933166714175,3.7050490160260976
0,1,42.382345960763594,3,3,21,3.563231564479831,3.2424871875519443
0,1,42.746234037783466,2,2,19,2.1037291814906585,4.550467374878535
0,1,43.23391116618399,1,2,22,1.391024480264525,4.367911059571515
0,1,43.25072313744604,2,1,20,1.1273363601030506,3.8402956739256595
0,1,43.26214351672341,1,2,21,2.702572374394134,4.4172599017592695
0,1,43.3349462538734,2,3,20,1.6789514022823058,3.750698777934946
0,1,43.358472514291826,1,3,21,3.400114133942312,3.6263319317824028
0,1,43.928413595056185,1,2,21,2.2655512811107195,4.186289219636069
0,1,43.931251858224265,3,2,20,1.6172500038862176,4.759448441321576
0,1,44.33532547935677,1,2,22,1.528195336008523,3.608259193965475
0,1,44.346159708177645,1,3,22,3.7630201658700506,4.441077582808707
0,1,44.393650686318786,2,2,20,2.8464097420340417,3.062087587536169
0,1,44.69951431667656,3,4,20,1.5641169212750743,4.737714814751826
0,1,45.11001772076966,2,2,19,3.882164788243459,3.0830629998912205
0,1,45.51573184412424,1,4,20,3.9255245014532347,4.239531460087299
0,1,45.56941780329795,1,3,21,2.8703725447364743,4.46229387106672
0,1,47.100154999088694,2,3,21,2.796227267449092,3.105740121186804
0,1,47.221546372095084,3,4,20,2.5595849526450816,4.237507081486353
0,1,47.24405896938876,3,3,21,2.310643789658242,3.346214138865492
0,1,47.26592350003672,1,2,20,1.5777925022327932,3.8628263293882497
0,1,47.70274540102433,3,2,22,1.7917269835256775,4.522897186098791
0,1,47.745664860510026,1,3,19,1.4014136982530763,4.40996618425908
0,1,48.078133841241076,1,2,20,3.1025037715525614,3.0541116189721147
0,1,48.31707184651103,1,3,20,3.2113369486097327,3.1162193800613225
0,1,48.47666765510267,2,1,19,2.2600924465473233,4.6898482454515324
0,1,48.687542790802006,2,2,22,1.8407716426059153,4.220278750776809
0,1,48.814889662301624,1,2,22,3.9287946204575754,4.832052992847315
0,1,49.062215992913664,1,2,20,1.2274015084576173,3.892021651711584
0,1,49.309230932978515,1,4,23,1.4671890120673348,3.0347054082105407
0,1,49.37397746929953,2,3,19,3.3101006173492458,3.2893358599811906
0,1,49.462180611613995,2,4,19,2.374459400984588,3.503644500412328
0,1,49.88706802701143,1,2,20,2.806271544794418,3.219396846769307
1,0,2.239096926979799,11,20,1024,7.95094509353965,6.515134320982286
1,0,4.78927231384557,11,20,1024,9.022187526425107,6.671536950123258
1,0,7.537075374109671,12,22,1024,7.396090180108964,7.418238648674263
1,0,10.911557056935804,10,22,1024,6.168811650845725,9.342938679518467
1,0,13.1315854641204,13,21,1024,7.359319229610726,5.43382128040992
1,0,21.098952748001643,10,22,1024,5.031897518078442,5.786177977956799
1,0,21.50939016476526,9,21,1025,8.617188216675247,5.397505258274736
1,0,22.274555672078616,11,21,1026,9.340435422923115,5.850147125752048
1,0,24.78028226576473,12,21,1024,9.320642249999795,5.70782585109209
1,0,30.42669502639672,11,18,1024,7.899567709961496,7.07719927332845
1,0,31.532777326466434,12,19,1024,8.764636148915251,5.650733574044613
1,0,32.70371564054665,12,21,1025,8.756852494787552,8.429405879163713
1,0,36.131092292889946,11,22,1026,5.67668173999436,9.559778988150072
1,0,37.01564371187982,12,19,1024,7.3085229664075495,5.398681610737763
1,0,37.080996242114296,11,21,1024,5.924632976303942,5.062238017754691
1,0,47.19957032596108,13,20,1025,6.365647018466779,6.4888191153616255
1,0,48.268196133926686,10,22,1026,8.474264810969014,9.931841225082138
