big,small,arrival_time,cpu,mem,disk,lifetime,profit
0,1,0.21329214154692838,2,1,22,1.8665257555538188,3.764693748623987
0,1,0.7965494424701014,1,4,19,1.762593737238948,3.5161423742204363
0,1,1.0678600743892308,2,2,22,1.068480742080701,3.6570848625048136
0,1,1.8381654731880754,3,5,21,2.2615306683597964,3.7952546528333606
0,1,2.771891226220207,1,1,21,1.1814624206037196,4.013911461822252
0,1,3.076524350179908,2,2,22,2.6004797575233565,4.31040100016636
0,1,3.1497562250031037,1,2,22,3.412034137771206,3.1201936920350772
0,1,3.260827001947211,2,3,22,3.534281964746259,4.394663795872012
0,1,3.820504384122168,3,2,23,3.870092976520849,3.577796039958033
0,1,4.413901664424495,1,3,21,1.4816789279312141,4.733053106424368
0,1,4.450379975837101,2,3,19,3.3792259659863353,3.6169035578926216
0,1,4.583394067489794,1,3,19,2.677396339792482,4.895267151662167
0,1,4.950479670001947,1,3,19,1.4428488524925789,3.3990934285979315
0,1,5.272209983720909,2,4,20,2.541336151853432,3.0113917838122326
0,1,5.339635185161069,2,3,21,3.8487120116974953,4.427019692709822
0,1,5.645774744289975,2,2,21,2.647149858055143,4.965043415283158
0,1,5.8048885120461815,1,1,22,3.1049652123063365,3.1926123354611837
0,1,6.181013687044985,2,2,21,2.614134107452215,4.650560774519892
0,1,6.295910518183323,2,2,20,1.7421037559484445,4.690837891622825
0,1,6.551944288605563,1,2,21,2.3227770097987657,3.4987748360947655
0,1,6.6332767822970204,1,2,20,2.7604115928609727,4.39246313293502
0,1,6.722047964419009,4,2,19,3.5446597156434754,4.73145551530722
0,1,6.728696625417255,2,2,22,1.472252901640387,3.263648768408028
0,1,6.903415341987945,1,2,20,2.219440419450292,3.422020964591102
0,1,7.160299317392589,1,2,19,2.5582063877186125,4.45737790744821
0,1,7.377562726258279,2,3,22,2.342025813760822,4.255162850694013
0,1,7.751879790830909,1,2,20,3.593798706448011,3.5051367160264295
0,1,7.768401672677524,2,4,21,1.5370713190257295,4.158957570214648
0,1,8.899123677607243,2,3,22,1.5580427682669877,4.328531467249943
0,1,9.120837076778244,1,3,19,1.8926715883744853,4.28144307720515
0,1,9.368445037496395,2,1,20,1.770949390449427,4.096633791171186
0,1,9.730959916251667,2,4,21,3.987724236077881,3.7631371944512013
0,1,9.827888907727212,2,3,21,1.5777713998241278,4.52594970154893
0,1,10.07563765900423,3,2,21,2.3894331053858,3.30360360461609
0,1,10.52650570779623,1,2,20,1.3707144602055057,3.840409209276064
0,1,10.821911299336769,1,3,20,1.4246494596829002,4.1178549212024524
0,1,11.259723703642297,1,3,21,2.359639074823817,3.9596830085210444
0,1,11.446798303985052,3,2,21,1.6509130296373007,3.989516803343289
0,1,11.819907990555807,2,3,21,2.3825886598807857,4.384269462794417
0,1,12.035938084641082,2,4,21,3.1066682132000967,3.1018683208741513
0,1,12.25780266419776,1,3,22,1.8686255736310486,4.81166542178253
0,1,12.942030986827552,2,1,20,3.1866140351398062,4.795256233520614
0,1,13.136831325104735,1,2,22,1.2444258108729112,4.172652099553912
0,1,13.498162111079779,3,3,20,2.1783980774049776,4.744655557190033
0,1,14.471696969381087,2,3,22,2.7215305597031714,4.964510364505638
0,1,14.624488632770298,2,3,20,2.8442902334175457,3.31131619720851
0,1,15.308144170215405,1,4,20,3.9229476294378727,3.435885770656295
0,1,15.443403539226319,1,1,21,1.7524239161017394,4.906058476884669
0,1,15.459936533984626,2,3,20,1.366957385755267,4.81213208306719
0,1,15.625697101667598,3,3,21,2.621127686043311,4.521528684516109
0,1,15.873234545631282,1,3,21,2.0608198608541595,4.99204369364332
0,1,15.924308230294976,1,2,21,2.545053619952596,4.25211978957448
0,1,16.313472588911203,3,3,21,3.257223095235817,3.7008933961913746
0,1,16.455139070787514,2,1,21,2.503366091677408,3.466551198658528
0,1,17.02917116680717,2,3,20,1.4128291638809096,4.277625248660315
0,1,17.902007864789507,2,1,19,1.2077992150976526,3.3451659458676692
0,1,18.15932007699472,1,3,22,1.399420251736386,3.1074890636924337
0,1,18.253046406962635,2,1,21,1.2790047668100513,4.8470989748207565
0,1,18.397340928545745,1,3,20,1.0249452803681702,3.2115630897908325
0,1,19.688394904004312,5,4,20,1.5466618249096349,3.6482858771804736
0,1,19.784103330983495,2,1,21,1.3760684432598644,3.6925611647786507
0,1,20.289917704420308,1,2,21,2.498242299491137,3.3836156515827684
0,1,20.368634366723935,1,1,19,1.62661370044086,4.543376262692184
0,1,20.483535813092978,2,1,20,1.421611536413053,4.488715309272936
0,1,20.74849394158055,1,3,20,1.0754286943403453,3.887127080053372
0,1,20.86680214501206,3,5,21,1.4414237620237094,3.535584937014357
0,1,22.27456696118274,1,1,21,1.1476751150177036,3.291231609846855
0,1,22.642658920084553,2,3,20,3.692149628924792,4.095313802340532
