#req	time (sec)	avg. time (sec)	mapping
0	0.021	0.000	ERR
1	11.366	0.000	OK
2	2.271	0.000	OK
3	0.020	0.000	ERR
MEJORA: 40 better than: 38
4	12.874	0.000	OK
5	8.879	0.000	OK
MEJORA: 32 better than: 24
6	1.717	0.000	OK
7	4.854	0.000	OK
8	0.025	0.000	ERR
9	0.025	0.000	ERR
10	0.020	4.205	ERR
11	1.429	3.212	OK
12	1.695	3.154	OK
13	0.022	3.154	ERR
14	16.923	3.559	OK
15	6.591	3.330	OK
16	0.551	3.214	OK
17	0.027	2.731	ERR
18	5.503	3.279	OK
19	3.669	3.643	OK
20	6.941	4.335	OK
21	0.027	4.195	ERR
22	7.278	4.753	OK
23	0.016	4.753	ERR
24	13.782	4.438	OK
MEJORA: 96 better than: 80
MEJORA: 80 better than: 64
25	25.046	6.284	OK
26	0.021	6.231	ERR
27	0.013	6.230	ERR
28	0.020	5.681	ERR
29	5.312	5.846	OK
30	0.026	5.154	ERR
31	7.759	5.927	OK
32	1.244	5.324	OK
33	12.192	6.541	OK
MEJORA: 56 better than: 48
34	10.776	6.241	OK
35	20.427	5.779	OK
MEJORA: 32 better than: 24
36	7.723	6.549	OK
37	8.036	7.352	OK
38	0.015	7.351	ERR
39	7.820	7.602	OK
40	0.025	7.602	ERR
41	6.948	7.521	OK
42	7.959	8.192	OK
43	0.018	6.975	ERR
44	0.017	5.899	ERR
45	0.016	3.858	ERR
MEJORA: 28 better than: 24
46	9.010	3.987	OK
47	0.018	3.185	ERR
48	0.016	3.185	ERR
49	0.016	2.404	ERR
50	10.456	3.448	OK
51	0.032	2.756	ERR
52	14.913	3.451	OK
53	0.025	3.452	ERR
54	16.212	5.072	OK
55	0.018	5.072	ERR
56	20.415	6.212	OK
57	0.023	6.213	ERR
58	0.026	6.214	ERR
59	0.033	6.215	ERR
60	6.672	5.837	OK
61	0.021	5.836	ERR
62	17.390	6.084	OK
63	0.018	6.083	ERR
MEJORA: 38 better than: 26
64	14.473	5.909	OK
MEJORA: 50 better than: 37
65	24.104	8.318	OK
66	1.405	6.417	OK
67	0.016	6.416	ERR
68	0.027	6.416	ERR
69	0.015	6.414	ERR
70	0.023	5.749	ERR
71	0.013	5.748	ERR
72	1.349	4.144	OK
73	0.027	4.145	ERR
74	0.018	2.700	ERR
75	0.033	0.292	ERR
76	1.274	0.279	OK
77	0.943	0.372	OK
78	0.022	0.372	ERR
79	0.025	0.373	ERR
80	0.016	0.372	ERR
81	0.015	0.372	ERR
82	0.016	0.239	ERR
83	1.309	0.367	OK
84	0.661	0.431	ERR
MEJORA: 24 better than: 20
85	2.977	0.726	OK
86	0.032	0.602	ERR
87	0.017	0.509	ERR
88	0.020	0.509	ERR
89	0.022	0.508	ERR
90	11.834	1.690	OK
91	0.017	1.690	ERR
92	0.020	1.691	ERR
93	7.141	2.274	OK
94	0.020	2.210	ERR
95	0.027	1.915	ERR
96	7.637	2.675	OK
MEJORA: 41 better than: 32
97	10.835	3.757	OK
98	0.022	3.758	ERR
99	1.209	3.876	OK
100	0.016	2.694	ERR
101	0.020	2.695	ERR
102	0.020	2.695	ERR
103	0.015	1.982	ERR
104	12.189	3.199	OK
105	5.670	3.763	OK
106	1.544	3.154	OK
MEJORA: 40 better than: 30
107	1.563	2.227	OK
108	0.032	2.228	ERR
109	0.021	2.109	ERR
110	0.022	2.109	ERR
111	6.726	2.780	OK
112	0.032	2.781	ERR
MEJORA: 44 better than: 40
113	14.985	4.278	OK
114	8.250	3.885	OK
115	0.020	3.319	ERR
116	8.811	4.046	OK
117	0.027	3.893	ERR
118	2.479	4.137	OK
119	0.986	4.234	OK
120	0.013	4.233	ERR
121	0.023	3.563	ERR
122	2.019	3.761	OK
123	0.021	2.265	ERR
124	0.020	1.442	ERR
125	0.032	1.443	ERR
126	0.022	0.564	ERR
127	0.025	0.564	ERR
128	9.485	1.265	OK
129	12.467	2.413	OK
130	0.010	2.412	ERR
131	0.033	2.413	ERR
132	10.982	3.310	OK
133	0.018	3.309	ERR
134	0.743	3.382	ERR
135	0.016	3.380	ERR
136	11.969	4.575	OK
MEJORA: 110 better than: 98
MEJORA: 98 better than: 78
MEJORA: 78 better than: 62
137	16.454	6.218	OK
138	0.021	5.271	ERR
MEJORA: 36 better than: 24
139	10.283	5.053	OK
140	0.016	5.053	ERR
141	8.553	5.905	OK
142	0.018	4.809	ERR
143	7.940	5.601	OK
144	0.025	5.529	ERR
145	0.033	5.531	ERR
MEJORA: 24 better than: 20
146	7.873	5.121	OK
147	20.013	5.477	OK
148	0.023	5.478	ERR
149	0.029	4.452	ERR
150	0.033	4.454	ERR
151	0.033	3.602	ERR
152	0.027	3.603	ERR
153	12.508	4.060	OK
154	0.020	4.059	ERR
155	3.770	4.433	OK
156	0.018	3.647	ERR
157	0.020	1.648	ERR
158	0.029	1.649	ERR
MEJORA: 42 better than: 36
159	19.200	3.566	OK
