#req	time (sec)	avg. time (sec)	mapping
0	0.019	0.000	ERR
1	5.270	0.000	OK
2	0.991	0.000	OK
3	0.020	0.000	ERR
4	6.185	0.000	OK
MEJORA: 32 better than: 30
5	8.602	0.000	OK
6	1.639	0.000	OK
7	1.431	0.000	OK
8	0.025	0.000	ERR
9	0.024	0.000	ERR
10	0.019	2.421	ERR
11	1.292	2.023	OK
12	1.098	2.034	OK
13	0.021	2.034	ERR
14	10.550	2.470	OK
15	4.655	2.075	OK
16	0.785	1.990	OK
17	0.027	1.850	ERR
18	2.633	2.110	OK
19	3.989	2.507	OK
20	3.141	2.819	OK
21	0.027	2.693	ERR
22	2.761	2.859	OK
23	0.016	2.858	ERR
24	6.057	2.409	OK
25	10.648	3.008	OK
26	0.021	2.932	ERR
27	0.013	2.931	ERR
28	0.020	2.669	ERR
29	1.639	2.434	OK
30	0.025	2.123	ERR
MEJORA: 57 better than: 41
31	5.581	2.678	OK
32	1.284	2.530	OK
33	6.834	3.212	OK
MEJORA: 56 better than: 48
34	6.094	3.216	OK
MEJORA: 40 better than: 34
35	12.021	3.353	OK
MEJORA: 32 better than: 24
36	4.498	3.801	OK
37	5.547	4.354	OK
38	0.015	4.354	ERR
39	4.873	4.677	OK
40	0.024	4.677	ERR
41	6.204	4.740	OK
42	6.674	5.279	OK
43	0.017	4.597	ERR
44	0.016	3.989	ERR
45	0.016	2.788	ERR
46	6.913	3.030	OK
47	0.017	2.477	ERR
48	0.016	2.477	ERR
49	0.016	1.991	ERR
50	5.457	2.535	OK
51	0.032	1.917	ERR
MEJORA: 24 better than: 20
52	7.940	2.044	OK
53	0.024	2.045	ERR
54	11.996	3.243	OK
55	0.017	3.243	ERR
MEJORA: 54 better than: 46
56	10.070	3.558	OK
57	0.022	3.559	ERR
58	0.024	3.560	ERR
59	0.031	3.561	ERR
60	0.659	3.081	ERR
61	0.021	3.080	ERR
62	11.356	3.422	OK
63	0.017	3.421	ERR
MEJORA: 30 better than: 24
64	7.014	2.923	OK
65	11.544	4.076	OK
66	2.058	3.275	OK
67	0.015	3.274	ERR
68	0.026	3.274	ERR
69	0.014	3.272	ERR
70	0.022	3.209	ERR
71	0.013	3.208	ERR
72	1.253	2.198	OK
73	0.025	2.199	ERR
74	0.017	1.499	ERR
75	0.031	0.348	ERR
76	1.278	0.269	OK
77	1.200	0.388	OK
78	0.021	0.387	ERR
79	0.024	0.388	ERR
80	0.016	0.388	ERR
81	0.015	0.388	ERR
82	0.016	0.264	ERR
83	1.284	0.390	OK
84	3.734	0.762	OK
MEJORA: 24 better than: 20
MEJORA: 20 better than: 16
85	2.534	1.012	OK
86	0.031	0.888	ERR
87	0.017	0.769	ERR
88	0.019	0.769	ERR
89	0.021	0.769	ERR
90	8.322	1.599	OK
91	0.016	1.600	ERR
92	0.020	1.600	ERR
93	4.829	1.954	OK
94	0.019	1.583	ERR
95	0.025	1.332	ERR
MEJORA: 40 better than: 36
96	6.779	2.007	OK
97	6.604	2.665	OK
98	0.022	2.666	ERR
99	1.657	2.829	OK
100	0.016	1.999	ERR
101	0.020	1.999	ERR
102	0.020	1.999	ERR
103	0.015	1.518	ERR
MEJORA: 40 better than: 32
104	11.711	2.687	OK
105	3.295	3.014	OK
106	1.307	2.466	OK
107	1.577	1.964	OK
108	0.032	1.965	ERR
109	0.020	1.801	ERR
110	0.022	1.802	ERR
111	1.258	1.926	OK
112	0.031	1.927	ERR
113	9.490	2.874	OK
114	6.717	2.375	OK
115	0.019	2.047	ERR
116	4.140	2.331	OK
117	0.027	2.176	ERR
118	1.182	2.291	OK
119	1.171	2.406	OK
120	0.013	2.405	ERR
121	0.022	2.281	ERR
122	2.297	2.508	OK
123	0.021	1.561	ERR
124	0.019	0.891	ERR
125	0.031	0.892	ERR
126	0.022	0.481	ERR
127	0.024	0.480	ERR
128	8.488	1.211	OK
129	5.492	1.643	OK
130	0.010	1.643	ERR
131	0.032	1.644	ERR
MEJORA: 24 better than: 20
132	5.739	1.988	OK
133	0.018	1.988	ERR
134	0.642	2.050	ERR
135	0.016	2.048	ERR
136	1.833	2.229	OK
137	11.549	3.382	OK
138	0.020	2.535	ERR
139	7.327	2.719	OK
140	0.015	2.719	ERR
141	8.874	3.603	OK
142	0.017	3.031	ERR
MEJORA: 36 better than: 32
MEJORA: 32 better than: 24
143	5.764	3.606	OK
144	0.025	3.544	ERR
145	0.031	3.545	ERR
146	0.195	3.382	ERR
MEJORA: 16 better than: 14
147	9.519	3.179	OK
148	0.022	3.179	ERR
149	0.028	2.449	ERR
150	0.032	2.451	ERR
151	0.033	1.567	ERR
152	0.026	1.567	ERR
153	6.979	1.689	OK
154	0.020	1.688	ERR
155	1.621	1.847	OK
156	0.017	1.830	ERR
157	0.020	0.880	ERR
158	0.028	0.880	ERR
MEJORA: 30 better than: 29
MEJORA: 29 better than: 26
MEJORA: 26 better than: 24
159	11.519	2.029	OK
160	0.023	2.028	ERR
161	1.148	2.140	OK
162	0.028	2.140	ERR
163	0.020	1.444	ERR
164	0.033	1.446	ERR
165	7.969	2.080	OK
166	1.756	2.254	OK
167	0.010	2.253	ERR
MEJORA: 49 better than: 47
168	2.579	2.508	OK
169	1.192	1.476	OK
170	0.019	1.475	ERR
171	0.957	1.456	OK
172	0.022	1.456	ERR
173	0.016	1.455	ERR
174	0.018	1.454	ERR
175	0.017	0.659	ERR
176	5.414	1.024	OK
177	0.016	1.025	ERR
178	0.018	0.769	ERR
179	0.020	0.652	ERR
180	0.027	0.653	ERR
181	0.016	0.558	ERR
MEJORA: 41 better than: 36
182	7.072	1.263	OK
183	0.017	1.263	ERR
184	0.021	1.264	ERR
185	0.946	1.357	OK
186	1.332	0.948	OK
187	0.013	0.948	ERR
188	0.024	0.949	ERR
189	0.019	0.949	ERR
190	0.012	0.947	ERR
191	0.016	0.947	ERR
192	0.020	0.242	ERR
193	0.025	0.243	ERR
194	2.005	0.441	OK
195	0.018	0.349	ERR
196	4.606	0.676	OK
197	0.025	0.677	ERR
198	0.013	0.676	ERR
199	0.024	0.677	ERR
200	0.027	0.678	ERR
201	0.015	0.678	ERR
202	0.024	0.678	ERR
MEJORA: 14 better than: 12
203	9.799	1.656	OK
204	0.968	1.552	OK
205	0.022	1.552	ERR
MEJORA: 18 better than: 16
206	6.034	1.695	OK
207	0.015	1.694	ERR
208	0.013	1.694	ERR
209	6.257	2.317	OK
210	0.032	2.318	ERR
211	0.024	2.319	ERR
212	0.031	2.319	ERR
213	0.025	1.342	ERR
214	8.558	2.101	OK
215	1.152	2.214	OK
216	9.662	2.577	OK
MEJORA: 60 better than: 55
MEJORA: 55 better than: 42
MEJORA: 42 better than: 41
217	13.168	3.892	OK
218	0.032	3.894	ERR
219	0.022	3.271	ERR
220	0.015	3.269	ERR
221	0.010	3.268	ERR
222	0.031	3.268	ERR
223	7.405	4.006	OK
MEJORA: 46 better than: 43
224	11.009	4.251	OK
225	1.624	4.298	OK
226	0.021	3.334	ERR
227	0.755	2.092	OK
228	2.878	2.377	OK
229	0.021	2.377	ERR
230	0.020	2.377	ERR
231	0.124	2.389	ERR
232	0.024	2.388	ERR
233	0.010	1.649	ERR
234	4.440	0.992	OK
235	0.027	0.832	ERR
236	0.019	0.832	ERR
237	0.024	0.759	ERR
238	0.031	0.474	ERR
239	8.467	1.319	OK
240	0.013	1.318	ERR
241	0.922	1.398	ERR
242	0.016	1.397	ERR
243	0.542	1.450	OK
244	5.704	1.577	OK
245	0.019	1.576	ERR
246	0.022	1.576	ERR
247	1.466	1.720	OK
248	1.547	1.872	OK
249	0.858	1.111	OK
250	0.103	1.120	ERR
251	0.020	1.030	ERR
252	0.024	1.030	ERR
253	0.024	0.979	ERR
254	0.024	0.411	ERR
255	0.020	0.411	ERR
256	8.056	1.214	OK
257	6.571	1.725	OK
258	0.024	1.572	ERR
259	1.293	1.616	OK
260	0.016	1.607	ERR
MEJORA: 50 better than: 42
MEJORA: 42 better than: 36
261	14.627	3.068	OK
262	0.731	3.139	ERR
263	7.586	3.895	OK
264	5.820	4.474	OK
265	6.132	5.086	OK
266	0.025	4.282	ERR
267	0.010	3.626	ERR
268	0.016	3.626	ERR
269	0.020	3.498	ERR
270	0.021	3.499	ERR
271	0.021	2.038	ERR
272	5.126	2.478	OK
273	1.420	1.861	OK
274	0.031	1.282	ERR
275	0.024	0.672	ERR
276	0.026	0.672	ERR
277	3.996	1.070	OK
278	0.027	1.071	ERR
279	0.015	1.071	ERR
280	0.027	1.071	ERR
281	0.031	1.072	ERR
282	10.463	1.606	OK
MEJORA: 30 better than: 24
MEJORA: 24 better than: 18
283	2.994	1.763	OK
284	0.016	1.762	ERR
285	0.013	1.761	ERR
286	1.025	1.861	ERR
MEJORA: 16 better than: 14
287	5.669	2.028	OK
288	0.013	2.026	ERR
289	0.024	2.027	ERR
290	0.016	2.026	ERR
291	0.022	2.025	ERR
292	0.012	0.980	ERR
293	4.824	1.163	OK
294	0.017	1.163	ERR
295	0.022	1.164	ERR
296	1.321	1.194	OK
297	0.024	0.629	ERR
298	0.019	0.630	ERR
299	7.934	1.421	OK
300	5.532	1.973	OK
301	1.321	2.103	OK
302	0.726	2.174	OK
303	0.022	1.694	ERR
MEJORA: 42 better than: 40
MEJORA: 40 better than: 36
304	5.200	2.212	OK
305	0.015	2.211	ERR
306	5.605	2.640	OK
MEJORA: 54 better than: 46
307	9.222	3.560	OK
308	0.547	3.612	OK
309	6.764	3.495	OK
310	0.024	2.945	ERR
311	0.022	2.815	ERR
312	0.021	2.744	ERR
313	2.109	2.953	ERR
314	0.015	2.434	ERR
315	0.010	2.434	ERR
316	6.925	2.566	OK
MEJORA: 39 better than: 36
MEJORA: 36 better than: 29
317	9.385	2.582	OK
318	0.024	2.530	ERR
319	0.010	1.854	ERR
320	0.016	1.854	ERR
321	0.019	1.853	ERR
322	0.018	1.853	ERR
323	0.031	1.645	ERR
324	2.415	1.885	OK
MEJORA: 66 better than: 62
MEJORA: 62 better than: 54
325	9.721	2.856	OK
326	0.016	2.166	ERR
327	0.032	1.230	ERR
328	2.613	1.489	OK
329	0.021	1.490	ERR
330	0.022	1.491	ERR
331	0.024	1.491	ERR
332	0.016	1.491	ERR
333	0.032	1.491	ERR
334	1.445	1.394	OK
335	0.016	0.424	ERR
336	0.026	0.425	ERR
337	9.929	1.414	OK
338	0.018	1.155	ERR
339	0.016	1.154	ERR
340	12.033	2.355	OK
341	13.972	3.750	OK
