#req	time (sec)	avg. time (sec)	mapping
0	0.020	0.000	ERR
1	11.149	0.000	OK
2	2.481	0.000	OK
3	0.020	0.000	ERR
MEJORA: 40 better than: 38
4	12.707	0.000	OK
5	8.875	0.000	OK
MEJORA: 32 better than: 24
6	1.711	0.000	OK
7	3.804	0.000	OK
8	0.024	0.000	ERR
9	0.024	0.000	ERR
10	0.019	4.081	ERR
11	1.403	3.107	OK
12	1.643	3.023	OK
13	0.021	3.023	ERR
14	17.134	3.466	OK
15	6.910	3.269	OK
16	0.582	3.157	OK
17	0.028	2.779	ERR
18	4.856	3.262	OK
19	2.991	3.559	OK
20	8.632	4.420	OK
21	0.026	4.282	ERR
22	6.814	4.799	OK
23	0.017	4.799	ERR
24	14.106	4.496	OK
25	18.443	5.650	OK
26	0.021	5.593	ERR
27	0.013	5.592	ERR
28	0.020	5.108	ERR
MEJORA: 70 better than: 60
29	4.577	5.267	OK
30	0.024	4.406	ERR
31	12.799	5.683	OK
32	1.243	5.126	OK
33	12.307	6.355	OK
MEJORA: 56 better than: 48
34	10.499	5.995	OK
35	20.908	6.241	OK
MEJORA: 32 better than: 24
36	7.878	7.027	OK
37	7.777	7.803	OK
38	0.016	7.803	ERR
39	6.715	8.017	OK
40	0.025	8.017	ERR
41	7.071	7.444	OK
42	7.770	8.097	OK
43	0.018	6.868	ERR
44	0.016	5.819	ERR
45	0.016	3.730	ERR
MEJORA: 28 better than: 24
46	8.376	3.780	OK
47	0.018	3.004	ERR
48	0.016	3.004	ERR
49	0.017	2.334	ERR
50	10.729	3.405	OK
51	0.033	2.701	ERR
52	15.259	3.450	OK
53	0.025	3.451	ERR
54	16.383	5.087	OK
55	0.018	5.087	ERR
56	20.209	6.271	OK
57	0.022	6.271	ERR
58	0.025	6.272	ERR
59	0.032	6.273	ERR
60	7.247	5.925	OK
61	0.021	5.924	ERR
62	17.644	6.162	OK
63	0.017	6.162	ERR
MEJORA: 38 better than: 26
64	14.171	5.941	OK
65	17.901	7.729	OK
66	1.423	5.850	OK
67	0.015	5.850	ERR
68	0.026	5.850	ERR
69	0.015	5.848	ERR
70	0.022	5.126	ERR
71	0.013	5.125	ERR
72	1.345	3.495	OK
73	0.026	3.496	ERR
74	0.018	2.080	ERR
75	0.032	0.294	ERR
76	1.268	0.278	OK
77	0.938	0.370	OK
78	0.021	0.370	ERR
79	0.025	0.371	ERR
80	0.016	0.370	ERR
81	0.015	0.370	ERR
82	0.016	0.238	ERR
83	1.343	0.369	OK
MEJORA: 72 better than: 64
MEJORA: 64 better than: 56
84	13.722	1.740	OK
MEJORA: 24 better than: 20
85	3.072	2.044	OK
86	0.033	1.920	ERR
87	0.018	1.828	ERR
88	0.020	1.828	ERR
