#req	time (sec)	avg. time (sec)	mapping
0	0.020	0.000	ERR
1	7.071	0.000	OK
2	0.747	0.000	OK
3	0.020	0.000	ERR
4	8.043	0.000	OK
5	5.392	0.000	OK
6	1.185	0.000	OK
7	1.052	0.000	OK
8	0.024	0.000	ERR
9	0.024	0.000	ERR
10	0.019	2.358	ERR
11	0.919	1.742	OK
12	0.760	1.744	OK
13	0.020	1.744	ERR
14	10.775	2.017	OK
15	3.796	1.858	OK
16	0.397	1.779	OK
17	0.027	1.676	ERR
18	2.474	1.921	OK
19	2.417	2.161	OK
20	3.024	2.461	OK
21	0.025	2.372	ERR
22	2.967	2.592	OK
23	0.016	2.592	ERR
24	7.133	2.228	OK
25	11.782	3.026	OK
26	0.021	2.989	ERR
27	0.013	2.987	ERR
28	0.020	2.742	ERR
29	1.613	2.661	OK
30	0.025	2.361	ERR
31	7.218	3.081	OK
32	0.873	2.871	OK
33	7.492	3.619	OK
MEJORA: 64 better than: 56
34	6.132	3.519	OK
35	11.926	3.533	OK
MEJORA: 32 better than: 24
36	3.621	3.893	OK
37	4.503	4.342	OK
38	0.015	4.342	ERR
39	4.286	4.609	OK
40	0.024	4.609	ERR
41	6.625	4.550	OK
42	5.010	4.963	OK
43	0.017	4.216	ERR
44	0.016	3.604	ERR
45	0.015	2.413	ERR
MEJORA: 28 better than: 24
46	6.171	2.668	OK
47	0.017	2.220	ERR
48	0.016	2.220	ERR
49	0.016	1.793	ERR
MEJORA: 8 better than: 6
50	6.474	2.438	OK
51	0.031	1.778	ERR
52	9.239	2.201	OK
53	0.024	2.202	ERR
54	10.593	3.260	OK
55	0.017	3.260	ERR
56	12.660	3.909	OK
57	0.022	3.909	ERR
58	0.024	3.910	ERR
59	0.031	3.912	ERR
60	0.528	3.317	ERR
61	0.020	3.316	ERR
62	11.063	3.498	OK
63	0.017	3.498	ERR
64	8.600	3.298	OK
65	6.533	3.950	OK
66	0.975	2.781	OK
67	0.015	2.781	ERR
68	0.025	2.781	ERR
69	0.015	2.779	ERR
70	0.022	2.728	ERR
71	0.013	2.728	ERR
72	0.883	1.710	OK
73	0.025	1.711	ERR
74	0.017	0.852	ERR
75	0.031	0.202	ERR
76	0.885	0.193	OK
77	0.633	0.255	OK
78	0.020	0.254	ERR
79	0.024	0.255	ERR
80	0.016	0.255	ERR
81	0.015	0.255	ERR
82	0.016	0.168	ERR
83	0.901	0.256	OK
MEJORA: 72 better than: 56
