#req	time (sec)	avg. time (sec)	mapping
0	0.021	0.000	ERR
1	4.311	0.000	OK
2	0.566	0.000	OK
3	0.020	0.000	ERR
4	5.203	0.000	OK
5	3.667	0.000	OK
6	0.901	0.000	OK
7	0.851	0.000	OK
8	0.026	0.000	ERR
9	0.026	0.000	ERR
10	0.020	1.559	ERR
11	0.719	1.200	OK
12	0.555	1.199	OK
13	0.021	1.199	ERR
14	6.572	1.336	OK
15	3.399	1.309	OK
16	0.320	1.251	OK
17	0.029	1.169	ERR
18	1.871	1.353	OK
19	2.215	1.572	OK
20	1.928	1.763	OK
21	0.027	1.694	ERR
22	1.148	1.753	OK
23	0.017	1.753	ERR
24	5.845	1.680	OK
25	6.509	1.991	OK
26	0.021	1.961	ERR
27	0.013	1.959	ERR
28	0.021	1.774	ERR
29	0.892	1.642	OK
30	0.025	1.452	ERR
31	3.338	1.783	OK
32	0.594	1.728	OK
33	4.732	2.199	OK
34	3.697	1.984	OK
35	9.065	2.240	OK
36	2.332	2.471	OK
37	2.270	2.697	OK
38	0.016	2.696	ERR
39	3.769	2.984	OK
40	0.025	2.984	ERR
41	3.882	3.038	OK
42	3.456	3.324	OK
43	0.018	2.853	ERR
44	0.017	2.485	ERR
45	0.016	1.580	ERR
MEJORA: 28 better than: 24
46	3.786	1.726	OK
47	0.017	1.500	ERR
48	0.016	1.500	ERR
49	0.016	1.125	ERR
50	4.049	1.527	OK
51	0.032	1.142	ERR
52	5.519	1.349	OK
53	0.025	1.349	ERR
54	7.765	2.124	OK
55	0.017	2.124	ERR
56	8.512	2.597	OK
57	0.022	2.597	ERR
58	0.025	2.598	ERR
59	0.032	2.600	ERR
MEJORA: 44 better than: 40
MEJORA: 40 better than: 32
60	4.749	2.670	OK
61	0.021	2.669	ERR
62	7.052	2.822	OK
63	0.018	2.821	ERR
MEJORA: 30 better than: 24
64	5.864	2.631	OK
65	8.916	3.521	OK
66	0.783	2.748	OK
67	0.015	2.747	ERR
68	0.026	2.748	ERR
69	0.015	2.746	ERR
70	0.022	2.273	ERR
71	0.013	2.272	ERR
72	0.725	1.640	OK
73	0.026	1.641	ERR
74	0.017	1.056	ERR
75	0.032	0.168	ERR
76	0.691	0.158	OK
77	0.480	0.205	OK
78	0.021	0.204	ERR
79	0.025	0.205	ERR
80	0.016	0.205	ERR
81	0.015	0.205	ERR
82	0.016	0.134	ERR
83	0.734	0.205	OK
84	6.499	0.853	OK
MEJORA: 24 better than: 20
85	1.021	0.952	OK
86	0.032	0.886	ERR
87	0.017	0.840	ERR
88	0.020	0.840	ERR
89	0.022	0.839	ERR
90	4.622	1.300	OK
91	0.016	1.300	ERR
92	0.020	1.300	ERR
93	5.985	1.825	OK
94	0.020	1.177	ERR
95	0.026	1.078	ERR
96	2.742	1.349	OK
97	5.548	1.902	OK
98	0.022	1.902	ERR
99	0.740	1.974	OK
100	0.016	1.514	ERR
101	0.020	1.514	ERR
102	0.020	1.514	ERR
103	0.015	0.917	ERR
104	6.351	1.550	OK
105	1.617	1.709	OK
106	0.559	1.491	OK
107	0.855	1.022	OK
108	0.032	1.023	ERR
109	0.021	0.951	ERR
110	0.022	0.951	ERR
111	0.673	1.017	OK
112	0.033	1.018	ERR
113	7.273	1.744	OK
114	3.746	1.483	OK
115	0.020	1.323	ERR
116	3.867	1.654	OK
117	0.028	1.571	ERR
118	0.591	1.627	OK
119	0.582	1.683	OK
120	0.013	1.683	ERR
121	0.022	1.617	ERR
122	0.721	1.686	OK
123	0.021	0.961	ERR
124	0.020	0.588	ERR
125	0.033	0.590	ERR
126	0.022	0.205	ERR
127	0.025	0.205	ERR
128	3.916	0.537	OK
129	7.061	1.185	OK
130	0.010	1.185	ERR
131	0.032	1.186	ERR
MEJORA: 43 better than: 41
MEJORA: 41 better than: 37
132	7.678	1.882	OK
133	0.019	1.881	ERR
134	0.746	1.954	ERR
135	0.016	1.952	ERR
MEJORA: 12 better than: 10
136	5.912	2.542	OK
137	7.111	3.250	OK
138	0.020	2.861	ERR
139	3.282	2.483	OK
140	0.015	2.483	ERR
141	4.595	2.939	OK
142	0.017	2.173	ERR
MEJORA: 24 better than: 20
143	2.620	2.433	OK
144	0.025	2.361	ERR
145	0.032	2.363	ERR
146	3.068	2.079	OK
147	7.358	2.103	OK
148	0.023	2.103	ERR
149	0.028	1.778	ERR
150	0.032	1.780	ERR
151	0.032	1.323	ERR
152	0.026	1.324	ERR
153	5.993	1.662	OK
154	0.020	1.661	ERR
155	0.921	1.750	OK
156	0.018	1.445	ERR
157	0.020	0.711	ERR
158	0.028	0.712	ERR
159	6.445	1.353	OK
160	0.022	1.352	ERR
161	0.594	1.409	OK
162	0.028	1.409	ERR
163	0.020	0.811	ERR
164	0.032	0.813	ERR
165	4.926	1.213	OK
166	0.825	1.294	OK
167	0.010	1.293	ERR
MEJORA: 37 better than: 31
168	4.704	1.761	OK
169	0.593	1.175	OK
170	0.020	1.175	ERR
171	1.323	1.248	OK
172	0.022	1.247	ERR
173	0.016	1.247	ERR
174	0.019	1.246	ERR
175	0.017	0.755	ERR
176	2.447	0.917	OK
177	0.016	0.918	ERR
178	0.019	0.449	ERR
179	0.021	0.392	ERR
180	0.028	0.393	ERR
181	0.016	0.262	ERR
182	4.457	0.706	OK
183	0.016	0.706	ERR
184	0.021	0.706	ERR
185	0.522	0.756	OK
186	0.698	0.581	OK
187	0.013	0.581	ERR
188	0.025	0.582	ERR
189	0.020	0.582	ERR
