#req	time (sec)	avg. time (sec)	mapping
0	0.019	0.000	ERR
1	5.626	0.000	OK
2	1.015	0.000	OK
3	0.020	0.000	ERR
4	6.275	0.000	OK
MEJORA: 32 better than: 30
5	8.683	0.000	OK
6	1.720	0.000	OK
7	1.465	0.000	OK
8	0.025	0.000	ERR
9	0.025	0.000	ERR
10	0.020	2.487	ERR
11	1.297	2.054	OK
12	1.106	2.064	OK
13	0.021	2.064	ERR
14	11.383	2.575	OK
15	4.745	2.181	OK
16	0.806	2.089	OK
17	0.029	1.946	ERR
18	2.645	2.208	OK
19	4.746	2.680	OK
20	3.508	3.029	OK
21	0.027	2.902	ERR
22	3.062	3.097	OK
23	0.017	3.097	ERR
24	5.954	2.554	OK
25	10.889	3.168	OK
26	0.022	3.090	ERR
27	0.014	3.088	ERR
28	0.021	2.826	ERR
29	2.278	2.579	OK
30	0.024	2.231	ERR
31	6.272	2.855	OK
32	1.320	2.681	OK
33	6.860	3.365	OK
MEJORA: 64 better than: 56
34	6.057	3.376	OK
MEJORA: 40 better than: 34
35	11.947	3.481	OK
MEJORA: 32 better than: 24
36	4.466	3.926	OK
37	5.511	4.476	OK
38	0.016	4.475	ERR
39	4.039	4.651	OK
40	0.025	4.651	ERR
41	6.193	4.643	OK
42	6.745	5.186	OK
43	0.017	4.502	ERR
44	0.016	3.898	ERR
45	0.016	2.704	ERR
46	6.848	2.943	OK
47	0.017	2.393	ERR
48	0.016	2.393	ERR
49	0.016	1.991	ERR
MEJORA: 8 better than: 6
50	5.611	2.550	OK
51	0.032	1.933	ERR
MEJORA: 24 better than: 20
52	7.882	2.047	OK
53	0.024	2.048	ERR
54	11.942	3.240	OK
55	0.017	3.240	ERR
MEJORA: 54 better than: 46
56	9.955	3.551	OK
57	0.022	3.552	ERR
58	0.024	3.552	ERR
59	0.031	3.554	ERR
60	0.654	3.058	ERR
61	0.021	3.057	ERR
62	9.764	3.245	OK
63	0.018	3.245	ERR
MEJORA: 30 better than: 24
64	6.957	2.746	OK
65	11.615	3.906	OK
66	2.040	3.115	OK
67	0.015	3.114	ERR
68	0.026	3.114	ERR
69	0.015	3.112	ERR
70	0.022	3.049	ERR
71	0.013	3.048	ERR
72	1.247	2.197	OK
73	0.025	2.197	ERR
74	0.017	1.503	ERR
75	0.031	0.345	ERR
76	1.288	0.270	OK
77	1.380	0.406	OK
78	0.021	0.406	ERR
79	0.025	0.407	ERR
80	0.016	0.406	ERR
81	0.015	0.407	ERR
82	0.017	0.284	ERR
83	1.315	0.413	OK
84	3.720	0.783	OK
MEJORA: 24 better than: 20
85	2.466	1.026	OK
86	0.032	0.901	ERR
87	0.017	0.764	ERR
88	0.019	0.764	ERR
89	0.022	0.764	ERR
90	8.560	1.618	OK
91	0.016	1.618	ERR
92	0.019	1.619	ERR
93	6.732	2.160	OK
94	0.020	1.790	ERR
95	0.026	1.546	ERR
96	6.697	2.213	OK
97	5.962	2.807	OK
98	0.022	2.808	ERR
99	1.642	2.970	OK
100	0.016	2.115	ERR
101	0.019	2.115	ERR
102	0.019	2.115	ERR
103	0.015	1.444	ERR
MEJORA: 40 better than: 38
104	12.126	2.654	OK
105	3.341	2.986	OK
106	1.295	2.446	OK
107	1.584	2.008	OK
108	0.033	2.009	ERR
109	0.021	1.847	ERR
110	0.022	1.848	ERR
111	1.278	1.973	OK
112	0.033	1.975	ERR
113	9.520	2.925	OK
114	5.777	2.290	OK
115	0.020	1.958	ERR
116	4.084	2.237	OK
117	0.027	2.082	ERR
118	1.215	2.200	OK
119	1.172	2.315	OK
120	0.013	2.314	ERR
121	0.022	2.188	ERR
MEJORA: 16 better than: 14
MEJORA: 14 better than: 8
122	3.018	2.487	OK
123	0.021	1.537	ERR
124	0.020	0.961	ERR
125	0.031	0.962	ERR
126	0.022	0.556	ERR
127	0.024	0.556	ERR
128	8.369	1.271	OK
129	11.458	2.300	OK
130	0.010	2.299	ERR
131	0.032	2.300	ERR
132	6.861	2.685	OK
133	0.018	2.684	ERR
134	0.642	2.747	ERR
135	0.016	2.745	ERR
136	1.881	2.931	OK
137	9.497	3.878	OK
138	0.020	3.043	ERR
MEJORA: 36 better than: 24
139	7.263	2.624	OK
140	0.015	2.624	ERR
141	8.804	3.502	OK
142	0.018	2.817	ERR
MEJORA: 32 better than: 28
143	5.211	3.337	OK
144	0.025	3.275	ERR
145	0.032	3.276	ERR
146	7.874	3.876	OK
147	9.894	3.915	OK
148	0.022	3.916	ERR
149	0.028	3.192	ERR
150	0.032	3.194	ERR
151	0.032	2.317	ERR
152	0.026	2.318	ERR
153	7.008	2.497	OK
154	0.020	2.497	ERR
155	1.609	2.654	OK
156	0.017	1.869	ERR
157	0.020	0.881	ERR
158	0.028	0.882	ERR
MEJORA: 30 better than: 29
MEJORA: 29 better than: 26
159	10.737	1.953	OK
160	0.022	1.952	ERR
161	3.895	2.338	OK
162	0.028	2.338	ERR
163	0.020	1.640	ERR
164	0.033	1.641	ERR
165	8.174	2.297	OK
166	1.747	2.470	OK
167	0.010	2.470	ERR
MEJORA: 49 better than: 47
168	2.527	2.719	OK
169	1.183	1.764	OK
170	0.019	1.764	ERR
171	7.425	2.117	OK
172	0.022	2.116	ERR
173	0.016	2.116	ERR
174	0.018	2.114	ERR
175	0.017	1.299	ERR
176	4.291	1.553	OK
177	0.016	1.553	ERR
178	0.018	1.303	ERR
179	0.021	1.186	ERR
180	0.027	1.187	ERR
181	0.016	0.446	ERR
MEJORA: 41 better than: 36
182	6.900	1.134	OK
183	0.016	1.134	ERR
184	0.020	1.134	ERR
185	0.906	1.223	OK
186	1.368	0.931	OK
187	0.013	0.931	ERR
188	0.024	0.931	ERR
189	0.020	0.931	ERR
190	0.013	0.930	ERR
191	0.016	0.930	ERR
192	0.021	0.242	ERR
193	0.026	0.243	ERR
194	1.981	0.439	OK
MEJORA: 38 better than: 31
MEJORA: 31 better than: 20
MEJORA: 20 better than: 18
195	4.223	0.771	OK
196	4.908	1.124	OK
197	0.026	1.126	ERR
198	0.013	1.125	ERR
199	0.025	1.125	ERR
200	0.028	1.127	ERR
201	0.015	1.127	ERR
202	0.025	1.127	ERR
203	10.115	2.136	OK
204	4.883	2.426	OK
205	0.022	2.006	ERR
MEJORA: 18 better than: 16
206	5.042	2.020	OK
207	0.015	2.018	ERR
208	0.013	2.018	ERR
209	5.773	2.593	OK
210	0.032	2.594	ERR
211	0.024	2.594	ERR
212	0.031	2.595	ERR
213	0.024	1.586	ERR
214	8.221	1.920	OK
215	1.872	2.105	OK
216	8.635	2.464	OK
MEJORA: 60 better than: 59
MEJORA: 59 better than: 52
MEJORA: 52 better than: 39
217	15.285	3.991	OK
218	0.031	3.993	ERR
219	0.021	3.418	ERR
220	0.015	3.416	ERR
221	0.010	3.415	ERR
222	0.031	3.415	ERR
223	7.217	4.134	OK
224	11.416	4.453	OK
225	1.651	4.431	OK
226	0.021	3.570	ERR
227	0.749	2.116	OK
228	0.414	2.155	ERR
229	0.020	2.154	ERR
230	0.019	2.155	ERR
231	7.723	2.926	OK
