#req	time (sec)	avg. time (sec)	mapping
0	0.718	0.000	ERR
1	0.412	0.000	ERR
2	0.715	0.000	ERR
3	0.716	0.000	ERR
4	0.590	0.000	ERR
5	0.414	0.000	ERR
6	0.715	0.000	ERR
7	0.418	0.000	ERR
8	0.442	0.000	ERR
9	0.704	0.000	ERR
10	0.415	0.554	ERR
11	0.562	0.569	ERR
12	0.616	0.559	ERR
13	0.852	0.573	OK
14	0.864	0.600	OK
15	0.453	0.604	ERR
16	0.415	0.574	ERR
17	0.877	0.620	OK
18	0.583	0.634	ERR
19	0.299	0.594	ERR
20	0.887	0.641	ERR
21	0.283	0.613	ERR
22	0.431	0.594	ERR
23	0.597	0.569	ERR
24	0.855	0.568	OK
25	0.403	0.563	ERR
26	0.685	0.590	ERR
27	0.421	0.544	ERR
28	0.857	0.572	OK
29	0.599	0.602	ERR
30	0.807	0.594	ERR
31	0.413	0.607	ERR
32	0.406	0.604	ERR
33	0.298	0.574	ERR
34	0.573	0.546	ERR
35	0.721	0.578	ERR
36	0.418	0.551	ERR
37	0.747	0.584	ERR
38	0.290	0.527	ERR
39	0.418	0.509	ERR
40	0.418	0.470	ERR
41	0.721	0.501	ERR
42	0.582	0.519	ERR
43	0.712	0.560	ERR
44	0.545	0.557	ERR
45	0.876	0.573	ERR
46	0.738	0.605	ERR
47	0.890	0.619	ERR
48	0.595	0.650	ERR
49	0.593	0.667	ERR
50	0.414	0.667	ERR
51	0.872	0.682	ERR
52	0.603	0.684	ERR
53	0.297	0.642	ERR
54	0.722	0.660	ERR
55	0.740	0.646	ERR
56	0.733	0.646	ERR
57	0.299	0.587	ERR
58	0.416	0.569	ERR
59	0.864	0.596	OK
60	0.298	0.584	ERR
61	0.445	0.541	ERR
62	0.898	0.571	ERR
63	0.561	0.597	ERR
64	0.856	0.611	ERR
65	0.710	0.608	ERR
66	0.420	0.577	ERR
67	0.726	0.619	ERR
68	0.565	0.634	ERR
69	0.568	0.605	ERR
70	0.593	0.634	ERR
71	0.563	0.646	ERR
72	0.565	0.613	ERR
73	0.454	0.602	ERR
74	0.750	0.591	ERR
75	0.891	0.610	ERR
76	0.566	0.624	ERR
77	0.419	0.593	ERR
78	0.418	0.579	ERR
79	0.449	0.567	ERR
80	0.738	0.581	ERR
81	0.883	0.613	ERR
82	0.616	0.618	ERR
83	0.417	0.615	ERR
84	0.717	0.611	ERR
85	0.418	0.564	ERR
86	0.713	0.579	ERR
87	0.754	0.612	ERR
88	0.440	0.615	ERR
89	0.723	0.642	ERR
90	0.556	0.624	ERR
91	0.852	0.621	OK
92	0.302	0.589	ERR
93	0.863	0.634	OK
94	0.735	0.636	ERR
95	0.723	0.666	ERR
96	0.467	0.641	ERR
97	0.734	0.639	ERR
98	0.420	0.637	ERR
99	0.733	0.638	ERR
100	0.298	0.613	ERR
