#req	time (sec)	avg. time (sec)	mapping
0	0.688	0.000	ERR
1	0.401	0.000	ERR
2	0.424	0.000	ERR
3	0.567	0.000	ERR
4	0.288	0.000	ERR
5	0.422	0.000	ERR
6	0.304	0.000	ERR
7	0.846	0.000	ERR
8	0.286	0.000	ERR
9	0.563	0.000	ERR
10	0.436	0.454	ERR
11	0.565	0.470	ERR
12	0.286	0.456	ERR
13	0.695	0.469	ERR
14	0.540	0.494	ERR
15	0.562	0.508	ERR
16	0.689	0.547	ERR
17	0.587	0.521	ERR
18	0.429	0.535	ERR
19	0.681	0.547	ERR
20	0.680	0.571	ERR
21	1.740	0.689	OK
22	1.776	0.838	OK
23	0.564	0.825	ERR
24	0.834	0.854	ERR
25	1.782	0.976	OK
26	0.869	0.994	ERR
27	0.557	0.991	ERR
28	1.773	1.126	OK
29	0.578	1.115	ERR
30	0.531	1.100	ERR
31	0.432	0.970	ERR
32	0.839	0.876	ERR
33	0.430	0.862	ERR
34	0.399	0.819	ERR
35	0.299	0.671	ERR
36	0.435	0.627	ERR
37	0.713	0.643	ERR
38	0.822	0.548	ERR
39	0.587	0.549	ERR
40	0.716	0.567	ERR
41	0.835	0.607	ERR
42	0.603	0.584	ERR
43	0.403	0.581	ERR
44	0.392	0.580	ERR
45	0.541	0.605	ERR
46	0.287	0.590	ERR
47	0.428	0.561	ERR
48	0.566	0.536	ERR
49	0.847	0.562	ERR
50	0.554	0.546	ERR
51	0.840	0.546	ERR
52	0.709	0.557	ERR
53	0.403	0.557	ERR
54	0.721	0.590	ERR
55	0.285	0.564	ERR
56	0.432	0.579	ERR
57	0.712	0.607	ERR
58	0.401	0.590	ERR
59	0.287	0.534	ERR
60	0.444	0.523	ERR
61	0.696	0.509	ERR
62	0.694	0.507	ERR
63	0.547	0.522	ERR
64	1.705	0.620	OK
65	0.832	0.675	ERR
66	0.272	0.659	ERR
67	0.555	0.643	ERR
68	0.706	0.674	ERR
69	0.727	0.718	ERR
70	0.715	0.745	ERR
71	0.887	0.764	ERR
72	0.855	0.780	ERR
73	0.408	0.766	ERR
74	0.687	0.664	ERR
75	0.403	0.622	ERR
76	0.448	0.639	ERR
77	0.832	0.667	ERR
78	0.696	0.666	ERR
79	0.703	0.664	ERR
80	0.745	0.667	ERR
81	0.546	0.632	ERR
82	0.586	0.605	ERR
