#req	time (sec)	avg. time (sec)	mapping
0	0.578	0.000	ERR
1	0.856	0.000	ERR
2	0.442	0.000	ERR
3	0.572	0.000	ERR
4	0.555	0.000	ERR
5	0.576	0.000	ERR
6	0.730	0.000	ERR
7	0.708	0.000	ERR
8	0.572	0.000	ERR
9	0.454	0.000	ERR
10	0.587	0.605	ERR
11	0.597	0.579	ERR
12	0.426	0.578	ERR
13	0.617	0.582	ERR
14	1.874	0.714	OK
15	0.318	0.688	ERR
16	0.422	0.657	ERR
17	0.320	0.619	ERR
18	0.607	0.622	ERR
19	0.745	0.651	ERR
20	1.879	0.780	OK
21	0.868	0.807	ERR
22	0.568	0.822	ERR
23	0.574	0.817	ERR
24	0.411	0.671	ERR
25	0.443	0.684	ERR
26	0.554	0.697	ERR
27	0.615	0.726	ERR
28	0.451	0.711	ERR
29	0.434	0.680	ERR
30	0.711	0.563	ERR
31	0.413	0.517	ERR
32	0.416	0.502	ERR
33	0.435	0.488	ERR
34	0.409	0.488	ERR
35	0.412	0.485	ERR
36	0.414	0.471	ERR
37	0.307	0.440	ERR
38	0.848	0.480	ERR
39	0.570	0.493	ERR
40	0.412	0.463	ERR
41	0.586	0.481	ERR
42	0.594	0.499	ERR
43	0.302	0.485	ERR
44	0.584	0.503	ERR
45	0.738	0.536	ERR
46	0.722	0.566	ERR
47	0.452	0.581	ERR
48	0.582	0.554	ERR
49	0.449	0.542	ERR
50	0.871	0.588	ERR
51	0.867	0.616	ERR
52	0.732	0.630	ERR
53	0.425	0.642	ERR
54	0.575	0.641	ERR
55	0.561	0.624	ERR
56	0.736	0.625	ERR
57	0.413	0.621	ERR
58	0.421	0.605	ERR
59	0.429	0.603	ERR
60	0.718	0.588	ERR
61	0.596	0.561	ERR
62	0.426	0.530	ERR
63	0.421	0.529	ERR
64	1.917	0.664	OK
65	0.854	0.693	ERR
66	0.414	0.661	ERR
67	0.295	0.649	ERR
68	0.295	0.636	ERR
69	0.724	0.666	ERR
70	0.413	0.635	ERR
71	0.559	0.632	ERR
72	0.721	0.661	ERR
73	0.876	0.707	ERR
74	0.579	0.573	ERR
75	0.455	0.533	ERR
76	0.742	0.566	ERR
77	0.726	0.609	ERR
78	0.447	0.624	ERR
79	0.731	0.625	ERR
80	0.732	0.657	ERR
81	0.425	0.643	ERR
82	0.578	0.629	ERR
83	0.752	0.617	ERR
84	0.743	0.633	ERR
85	0.903	0.678	ERR
86	0.428	0.647	ERR
87	0.303	0.604	ERR
88	0.426	0.602	ERR
